y,x,Linie,Km,Name,BPS,BPS-Name,Oben,Unten,B-Jahr,Typ,Bauart,Bem Bauart,Nutzung,Bem Nutzung,Zus Nutz,Breite,Lange (m),Diff H=,Steigung,Handlauf,Bem Handlauf,Oberflache,Bem Oberflache,Bemerkungen,Eigentum,Bem Eigentum,Besonderheiten,Perron,Status,FID,geopos
531999.15,155525.888,200,6.914,Acces,BY,Bussigny,Rampe,PI voy Bussigny,1970,Rampe,Beton,,Fussgaenger,,Kinderwagen(-rampe),3.41,17.92,2.19,12.22,beidseitig,#BZU,Bituminoeses Mischgut,,,SBB,,,,Bestehend,35044137,"46.5475530749, 6.55201744482"
590849.547,216402.554,260,26.133,,BUS,Busswil,,,,Treppe,Beton,,Fussgaenger,,keine,1.0,2.4,0.0,,kein,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35140414,"47.0985597315, 7.31809772773"
723624.938,246717.847,853,12.913,T1,BUET,Butschwil,Perron 1,Platz,2009,Treppe,Beton,,Fussgaenger,,keine,7.41,1.2,0.3,15/39,beidseitig,Stahl#BZU,Naturstein-Pflaesterung,,,SBB,,,1,Bestehend,35084827,"47.3597067576, 9.07515130671"
716041.791,112352.314,630,159.554,Edif.,CD,Cadenazzo,Cabina SA KIFA,Marciapiede 1,,Treppe,Stahl,,,,keine,1.1,0.9,0.0,,beidseitig,,Unbekannt,,,SBB,,,,Bestehend,35281451,"46.1526584686, 8.94074166251"
714224.903,112540.132,631,161.38,Scala,CD,Cadenazzo,Trasformatore,Prato,2015,Treppe,Stahl,,Fussgaenger,,keine,1.0,1.4,1.0,,einseitig,,Andere,Struttura in Acciaio,,SBB,,,,Bestehend,169989657,"46.1546581811, 8.91727447477"
723667.675,120440.345,600,147.402,Rampe,CAST,Castione-Arbedo,,Pu,,Rampe,Beton,,Fussgaenger,,keine,3.1,38.3,0.0,,einseitig,#BZU,Unbekannt,,,SBB,,,,Bestehend,35176693,"46.2240434223, 9.04156696763"
549340.287,201206.707,219,13.796,Escalier,CDM,Champ-du-Moulin,Chemin,Passage,1860,Treppe,Beton,,Fussgaenger,,keine,0.76,3.48,0.0,,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,35250146,"46.9599970132, 6.77304219133"
497136.926,119020.899,150,63.629,Escalier,CHNE,Chatelaine (bif),,,,Treppe,Beton,,Fussgaenger,,keine,0.891,0.85,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35035847,"46.2147567573, 6.10564010422"
496739.649,119442.379,151,64.211,Escalier,CHNE,Chatelaine (bif),Voies,Voies Privees,2014,Treppe,,,Fussgaenger,,keine,1.01,7.59,,,einseitig,,Andere,Acier,,SBB,,,,Bestehend,138589040,"46.2184867526, 6.10039948492"
533440.536,173582.127,210,27.463,,CHV,Chavornay,Batiment,Place,,Treppe,Beton,,Fussgaenger,,keine,2.81,0.63,0.0,,kein,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35201326,"46.7101138535, 6.56819281565"
533443.884,173593.784,210,27.475,,CHV,Chavornay,Batiment voy.,Quai 1,,Treppe,Beton,,Fussgaenger,,keine,6.53,0.3,0.0,,kein,#BZU,Beton-Belag,,,SBB,,,1,Bestehend,35219314,"46.710219042, 6.56823490201"
550353.38,147513.682,111,4.438,Service,CHX,Chexbres-Village,Terrain,Voies,,Treppe,Beton,,,,keine,0.78,1.11,0.0,,einseitig,,Unbekannt,,,SBB,,,,Bestehend,35208256,"46.4770980544, 6.7921770525"
722142.569,76974.145,639,52.373,Servizio,CHSM,Chiasso Smistamento,,,,Treppe,Andere,T23 (canali cavi),,,keine,0.7,3.6,0.0,,kein,,Unbekannt,,,SBB,,,,Bestehend,35086835,"45.8334019053, 9.01051675639"
721990.432,77002.254,639,52.527,Servizio,CHSM,Chiasso Smistamento,,,,Treppe,Beton,T24 (canali cavi),,,keine,0.7,2.7,0.0,,kein,,Unbekannt,,,SBB,,,,Bestehend,35224414,"45.8336821079, 9.00856664763"
721855.978,77905.917,638,204.313,Servizio,CHSM,Chiasso Smistamento,Piazzale in asfalto,Entrata cantinato,,Treppe,Beton,,,,keine,0.55,2.4,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35049949,"45.8418333667, 9.00706929942"
722035.912,77402.408,637,204.986,Servizio,CHSM,Chiasso Smistamento,Rampa,Piazzale,,Treppe,Beton,Beton,,,keine,1.2,4.1,0.0,,Unbekannt,,Unbekannt,,,SBB,,,,Bestehend,35093764,"45.8372726889, 9.00925488216"
759111.134,191047.042,900,26.044,Geb.,CH,Chur,,,,Treppe,Beton,,Andere,Dienst,Velo(-rampe),1.3,5.5,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35085260,"46.8515210054, 9.5251155123"
759391.93,191275.374,900,25.693,R5,CH,Chur,Perron 7/8 West,PU,2006,Rampe,Beton,,Fussgaenger,,keine,2.6,40.77,5.17,13,beidseitig,#BZU,Beton-Belag,,Treppenelement eingebaut,SBB,,Rampengabelung,7/8,Bestehend,35076704,"46.8535069633, 9.52887571396"
759318.718,191186.197,900,25.806,04,CH,Chur,Busbahnhof,Post Zwischengeschoss,1991,Rolltreppe,Andere,,Fussgaenger,,keine,1.0,9.7,0.0,,beidseitig,Rollband,Andere,Metalltritte,,SBB,,,,Bestehend,35159368,"46.8527226138, 9.52788493817"
721740.028,123598.437,600,143.515,Ext.,CLA,Claro,Entrata proprieta` privata,Strada,,Treppe,Beton,,Fussgaenger,,keine,1.3,8.89,0.13,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35279715,"46.2527982161, 9.01741216394"
503695.744,130344.681,150,46.974,Bat.,COP,Coppet,Armoire electrique,Place,,Treppe,Beton,,,,keine,0.99,1.25,0.0,,Andere,A droite,Beton-Belag,,,SBB,,,,Bestehend,35185237,"46.3175801017, 6.18827929718"
503654.329,130362.616,150,46.967,,COP,Coppet,Accees Quai 2,PI pietons,2004,Treppe,,,,,,1.993,7.53,0.0,,,#BZU,Andere,,,SBB,,,2/3,Bestehend,35210877,"46.3177354707, 6.18773795942"
503665.25,130340.981,150,46.985,,COP,Coppet,Quai voyageurs 1,Passage sous voies,,Treppe,Beton,,,,keine,2.01,6.94,3.52,50 %,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,136759261,"46.3175424435, 6.18788421269"
557234.372,203669.858,223,4.887,,CP,Corcelles-Peseux,Jardin,Local technique,,Treppe,Beton,,Fussgaenger,,keine,0.57,2.68,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35186868,"46.9827095274, 6.87652200381"
569962.316,224127.043,225,58.714,Service,CORM,Cormoret,Voie,Route,,Treppe,Andere,Pierres naturelles,,,keine,0.8,1.94,0.0,,kein,,Unbekannt,,,SBB,,,,Bestehend,35067803,"47.1674186029, 7.04245234637"
568152.556,209510.837,210,83.179,Bat.,CORN,Cornaux,BS,Voie,,Treppe,Beton,,,,keine,1.0,1.8,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35248486,"47.0358642369, 7.01961589737"
567925.606,209455.985,210,82.948,Escalier,CORN,Cornaux,Voie,Chemin,2014,Treppe,Beton,,Fussgaenger,,keine,1.66,1.14,0.39,34%,kein,,Beton-Belag,,,SBB,,,,Bestehend,147231501,"47.0353598751, 7.01663387631"
568057.06,209509.994,210,83.089,Escalier,CORN,Cornaux,Voie,Chemin,2014,Treppe,Stahl,,Fussgaenger,,,1.16,0.23,0.12,52%,einseitig,,Andere,aillebotis,,SBB,,,,Bestehend,147309814,"47.0358520462, 7.01835954411"
553072.005,146662.405,111,1.511,Service,CORS,Corseaux-Cornalles,Voie,Chemin,,Treppe,Andere,,,,keine,0.67,1.13,0.0,,kein,,Andere,,,SBB,,,,Bestehend,35053932,"46.4696369495, 6.82766215823"
574937.521,226507.527,225,53.066,,CO,Cortebert,Place,Chemin,,Treppe,Beton,,Fussgaenger,,keine,2.0,2.7,0.0,,einseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35151960,"47.1890382016, 7.10793826357"
529746.874,162424.78,200,14.899,Acces,COS,Cossonay-Penthalaz,Passerelle,Chemin,1987,Treppe,Beton,,Fussgaenger,,keine,1.8,1.5,1.14,63.3,beidseitig,,Beton-Belag,,,SBB,,,,Bestehend,35192308,"46.6093751513, 6.52160085491"
575949.791,251957.027,240,109.533,Service,CG,Courgenay,Voies,Terrain,,Treppe,Beton,,Fussgaenger,,keine,0.47,3.31,0.0,,einseitig,,Unbekannt,,,SBB,,,,Bestehend,35228686,"47.417978057, 7.11992553023"
571085.059,256164.616,240,117.977,Service,CTM,Courtemaiche,,,,Treppe,Andere,Pierre naturelle,Fussgaenger,,keine,0.99,1.06,0.0,,einseitig,,Andere,Pierre naturelle,,SBB,,,,Bestehend,35141626,"47.4556246231, 7.05518857443"
571039.642,256261.848,241,0.09,Bat.,CTM,Courtemaiche,MI01,Chemin,,Treppe,Beton,,Fussgaenger,,keine,1.16,1.36,0.0,,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,35231757,"47.4564971154, 7.05457998643"
501520.616,124388.88,150,53.808,Acces ferme,CRGD,Creux-de-Genthod,Voies,Trottoir,1959,Rampe,Beton,,,Acces condamne !,keine,2.0,28.48,0.0,,einseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35138450,"46.2636952637, 6.16130414448"
526536.926,172158.597,200,33.688,Acces,CR,Croy-Romainmotier,Quai 1,PI voyageurs,2001,Treppe,Beton,Elements prefabriques,Fussgaenger,,keine,2.5,6.9,3.91,56.7,beidseitig,#BZU,Beton-Belag,,,SBB,,,2,Bestehend,35177114,"46.6965835458, 6.47814640234"
544752.916,148832.963,100,7.865,Service,CU,Cully,route,Voie,,Treppe,Andere,Pierres naturelles,,,keine,0.952,7.24,0.0,,kein,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35077273,"46.4885258582, 6.71909768137"
688290.168,280194.262,762,51.236,,DA,Dachsen,Perron 2,Weg,2004,Rampe,Andere,HMT auf Boschung,Fussgaenger,,keine,2.1,20.9,2.0,10,kein,#BZU,Bituminoeses Mischgut,,,SBB,,,2,Bestehend,35203399,"47.6664358972, 8.61411779196"
531115.045,164704.71,200,18.097,Service,DAIL,Daillens,Banquette + voies,Route secondaire,1998,Treppe,Beton,Elements prefabriques,,,keine,1.0,1.1,0.0,18/27,kein,,Beton-Belag,,,SBB,,,,Bestehend,35252168,"46.6300257102, 6.53911668878"
593366.673,245672.51,226,84.556,Escalier,DMT,Delemont,Quai 4/5,Passage inferieur,,Treppe,Beton,,Fussgaenger,,keine,2.15,6.77,0.0,,einseitig,#BZU,Unbekannt,,,SBB,,,,Bestehend,35106958,"47.3618619239, 7.35081751722"
593895.914,245854.727,230,85.21,Escalier,DMT,Delemont,Acces batiment,Place,,Treppe,Beton,,Fussgaenger,,keine,1.53,1.25,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35238056,"47.3635060131, 7.35782077711"
593945.272,245858.563,230,85.245,Bat.,DMT,Delemont,Chemin,MA04,,Treppe,Beton,,Fussgaenger,,Kinderwagen(-rampe),0.51,2.66,0.0,,einseitig,,Unbekannt,,,SBB,,,,Bestehend,35033369,"47.3635409763, 7.35847411641"
567932.028,261425.235,240,124.529,Service,DLF,Delle-Frontiere,Palier,Place naturelle,,Treppe,Beton,,Fussgaenger,,keine,0.96,4.51,0.0,,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,35159010,"47.5027911039, 7.01299806428"
610002.641,228131.949,415,78.14,Treppe Unterhalt,DER,Derendingen,Gleis,Autobahn A"5, "Ausfahrt Zuchwil,,Treppe,Beton,,Andere,,keine,0.6,11.35,0.0,,einseitig,,Unbekannt,,,SBB,,,,Bestehend,35232233,"47.2040529179, 7.57064647108"
676909.868,259614.301,761,17.513,R1,DI,Dielsdorf,Platz,PU,1978,Rampe,Beton,,Fussgaenger,,keine,3.0,36.0,0.0,12,beidseitig,#BZU,Bituminoeses Mischgut,,,SBB,,,,Bestehend,35154685,"47.4827970586, 8.4590559241"
698673.645,282458.949,820,38.141,Zugang Geb.,DSH,Diessenhofen,Platz,Keller,1901,Treppe,Beton,,Andere,Dienstlich,keine,1.2,2.3,1.35,,kein,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35036889,"47.6853188232, 8.75284410212"
672996.728,250907.21,710,10.944,T4 Per. 3/4 PU Ost,DT,Dietikon,Perron,PU,1975,Treppe,Beton,,Fussgaenger,,,2.7,8.5,3.8,,beidseitig,,Naturstein-Pflaesterung,,,SBB,,,3/4,Bestehend,35119954,"47.4049369007, 8.40571867791"
673029.955,250918.516,710,10.943,T7 PU Nord-Ost,DT,Dietikon,Strasse,PU,1975,Treppe,Beton,,Fussgaenger,,,4.0,7.2,2.9,35/15,beidseitig,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35256038,"47.4050348977, 8.40616068614"
672964.289,251057.375,710,11.109,R4 PU West,DT,Dietikon,Strasse,PU,1975,Rampe,Beton,,Fussgaenger,,,3.0,25.15,3.8,15,beidseitig,#BZU,Bituminoeses Mischgut,,,SBB,,,,Bestehend,35090311,"47.4062910022, 8.40531345884"
672703.163,251496.076,692,11.619,Geb.,DT,Dietikon,Gebaudeeingang,Gleisanlage,,Treppe,Beton,,,,keine,1.0,0.5,0.52,,Unbekannt,,Unbekannt,,,SBB,,,,Bestehend,35035275,"47.4102653298, 8.40192554196"
698912.519,267727.723,821,9.908,T1,DIH,Dinhard,Perron 1,Platz,2006,Treppe,Beton,,Fussgaenger,,keine,2.0,0.95,0.7,15/30,kein,#BZU,Beton-Belag,,,SBB,,,1,Bestehend,35141448,"47.5528161851, 8.75273910906"
698926.01,267774.135,821,9.956,Geb.,DIH,Dinhard,alte GS Rampe,Platz,1875,Treppe,Beton,,Andere,,keine,1.8,1.7,0.0,,kein,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35034555,"47.5532315107, 8.75292864022"
648012.435,210103.505,460,71.825,Dienst,DOPP,Doppleschwand-Romoos,Strasse,Gleis,,Treppe,Beton,Elemente,,,keine,0.75,2.5,0.6,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35195513,"47.0402295632, 8.07038432314"
687734.414,255575.971,750,12.76,Dienst,DORF,Dorfnest (Abzw),Strasse,Gleis,,Treppe,Beton,,,,keine,8.9,0.78,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35242642,"47.4451252774, 8.6018608683"
613020.903,259729.339,230,115.403,Zugang PU Sud 1,DOR,Dornach-Arlesheim,Perron,PU Sud Dornach-Arlesheim,1908,Treppe,Beton,,Fussgaenger,,,2.25,7.3,3.4,,beidseitig,#BZU,Bituminoeses Mischgut,,,SBB,,,618,Bestehend,35046529,"47.4881972367, 7.61139621547"
612987.987,259750.552,230,115.427,Zugang PU Sud 3,DOR,Dornach-Arlesheim,Platz,PU Sud Dornach-Arlesheim,1991,Rampe,Beton,,Velo,,Kinderwagen(-rampe),2.12,31.7,3.2,,,#BZU,Andere,,,SBB,,,518,Bestehend,35092994,"47.4883886725, 7.61096007337"
613009.852,259887.173,230,115.562,Rampe,DOR,Dornach-Arlesheim,Perron,PU,2009,Rampe,Beton,,Fussgaenger,,keine,2.0,40.0,4.5,,beidseitig,#BZU,Unbekannt,,,SBB,,,618,Bestehend,35049984,"47.489616999, 7.61125416705"
613000.071,259833.562,230,115.509,Treppe,DOR,Dornach-Arlesheim,Perron,PU,2009,Treppe,Beton,,Fussgaenger,,keine,4.0,7.9,4.4,,beidseitig,#BZU,Beton-Belag,,,SBB,,,518,Bestehend,35093790,"47.4891350192, 7.61112282456"
612997.29,259873.404,230,115.549,Rampe,DOR,Dornach-Arlesheim,Perron,PU,2009,Rampe,Beton,,Fussgaenger,,Kinderwagen(-rampe),4.0,27.0,4.4,,beidseitig,#BZU,Beton-Belag,,,SBB,,,518,Bestehend,35225190,"47.4894934092, 7.61108707969"
661045.199,246233.197,653,69.312,Dienst,DOTU,Dottikon Umspannanlage,Gleis,Gleis,1993,Treppe,Beton,,,,keine,0.6,2.38,1.74,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35065087,"47.3641160498, 8.24675421831"
661252.192,246059.715,653,69.581,Dienst,DOTU,Dottikon Umspannanlage,Gleis,Weg,1993,Treppe,Beton,,,,keine,0.8,5.16,2.08,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35235726,"47.3625365866, 8.24947051583"
500400.024,122908.348,150,55.751,,TUI,Les Tuileries,Chemin,PI,2002,Treppe,Beton,,Fussgaenger,,keine,1.51,9.41,4.28,53.3,einseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35079623,"46.2502134889, 6.14708850814"
622138.015,259274.651,500,14.476,Treppe,LST,Liestal,Perron,Poststrasse,,Treppe,Beton,,Fussgaenger,,keine,1.4,1.8,1.2,,kein,#BZU,Unbekannt,,,SBB,,,1,Bestehend,35254980,"47.4838648746, 7.73234673793"
718724.445,198324.665,736,84.478,Guterschuppen West,LIN,Linthal,Gebaude,Platz,1933,Rampe,Beton,,Andere,,keine,2.5,0.83,1.2,,kein,,Bituminoeses Mischgut,,,SBB,,Treppenaufgang,,Bestehend,35038302,"46.9254078439, 8.99756927281"
705458.067,114336.738,630,171.719,,LO,Locarno,Marciapiede,Piazzale,2012,Treppe,Beton,,Fussgaenger,,keine,12.5,0.6,,,kein,,Beton-Belag,,,SBB,,,1,Bestehend,120503360,"46.1722465555, 8.80421730377"
705377.177,114340.482,630,171.8,,LO,Locarno,Marciapiede,Piazzale,2012,Treppe,Beton,,Fussgaenger,,keine,8.4,0.6,,,kein,,Beton-Belag,,,SBB,,,1,Bestehend,120503729,"46.1722928902, 8.80317091646"
705484.561,114404.023,630,171.696,Scala,LO,Locarno,Marciapiede,Piazzale,,Treppe,Beton,,Fussgaenger,,keine,1.48,10.9,6.27,,beidseitig,,Bituminoeses Mischgut,,,SBB,,,,Bestehend,167891755,"46.1728475833, 8.80457547246"
684809.73,275632.332,770,30.171,R1 Perron1,LOT,Lottstetten,Perron,Bahnhofsplatz,2012,Rampe,Beton,,Fussgaenger,,keine,2.153,10.1,0.447,5,kein,,Bituminoeses Mischgut,,,SBB,,,1,Bestehend,133866367,"47.6258725038, 8.56691240421"
721783.427,202802.331,736,78.691,Treppe,LU,Luchsingen-Hatzingen,AG,Platz,1879,Treppe,Beton,,Fussgaenger,,keine,2.776,0.37,0.0,,kein,,Andere,Granitstein,,SBB,,,,Bestehend,35040015,"46.9651231312, 9.03892400373"
716800.139,95931.642,600,180.514,Scala,LG,Lugano,Marciapiede 3,Sottopasso pedonale,2007,Treppe,Beton,,Fussgaenger,,keine,2.4,8.3,0.0,,beidseitig,#BZU,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35158871,"46.0048421296, 8.9464705676"
715208.314,99286.749,633,176.684,Servizio,LGV,Lugano Vedeggio,Srada secondaria,Sottopasso pedonale,2003,Treppe,Beton,Cemento armato,,,keine,2.2,7.7,0.0,,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,35172209,"46.0352908521, 8.92674749655"
716881.158,94233.406,600,182.906,,LGP,Lugano-Paradiso,marciapiede,strada,,Treppe,Beton,,Fussgaenger,,keine,0.6,1.73,0.0,,einseitig,#BZU,Beton-Belag,pav.in pietra,,SBB,,,,Bestehend,35208367,"45.9895545269, 8.94709469681"
658539.402,255239.607,647,4.216,Ext.,LUPF,Lupfig,Platz,Wiese,,Treppe,Beton,,Fussgaenger,,keine,1.0,4.2,0.0,,kein,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35233380,"47.4453445681, 8.21476298166"
658575.006,255146.24,647,4.314,NA,LUPF,Lupfig,Gleis,Strasse,1970,Treppe,Beton,,,,keine,1.0,2.0,1.5,,einseitig,Rohr,Beton-Belag,,,SBB,,,,Bestehend,35237781,"47.4445016939, 8.21522275665"
571524.538,186816.082,253,40.068,Acces,GRO,Grolley,Acces quai,rampe,2014,Rampe,Beton,,Fussgaenger,,Kinderwagen(-rampe),2.3,7.71,0.898,11.65,einseitig,,Beton-Belag,,,SBB, ,,,Bestehend,151314527,"46.8318767562, 7.06540523747"
571524.538,186816.082,253,40.068,Acces,GRO,Grolley,Rampe,Rampe,2014,Rampe,Beton,,Fussgaenger,,Kinderwagen(-rampe),2.3,7.69,2.3,11.069,einseitig,,Beton-Belag,,,SBB, ,,,Bestehend,151314535,"46.8318767562, 7.06540523747"
571524.538,186816.082,253,40.068,Acces,GRO,Grolley,Rampe,Passage inferieur,2014,Rampe,Beton,,Fussgaenger,,Kinderwagen(-rampe),3.384,21.21,2.455,11.57,einseitig,,Beton-Belag,,,SBB, ,,,Bestehend,151314694,"46.8318767562, 7.06540523747"
665403.355,211904.434,570,2.679,Treppe,GTS,Gutsch (Abzw),Weg,Gleis,,Treppe,Andere,Stein,Andere,Dienst,keine,1.2,4.5,2.4,,kein,,Beton-Belag,,,SBB,,,,Bestehend,71553161,"47.0549411401, 8.29945996314"
739344.958,274767.122,824,90.508,Treppe,GUET,Guttingen,Eingang,Weg,1990,Treppe,Beton,,Fussgaenger,,keine,1.6,2.0,1.544,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35277759,"47.6087729784, 9.29194801089"
630617.45,242244.456,410,45.307,Zugang Gebaude,HAE,Hagendorf,Gebaude,Platz,2014,Treppe,Beton,,Fussgaenger,,keine,1.0,2.0,,,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,151446182,"47.3303549977, 7.84368408965"
681129.06,249899.852,760,1.597,Dienst,HRD,Hard Kaferberg (Abzw),Gleis,Strasse,,Treppe,Stahl,,,,keine,0.5,6.4,0.0,,kein,,Unbekannt,,,SBB,,,,Bestehend,35246381,"47.3949258342, 8.51326392715"
634953.285,251156.045,500,32.253,Treppe,HBTN,Hauenstein Nord (Spw),Nische,Gleis,2012,Treppe,Unbekannt,Beton,,,keine,1.0,2.0,1.2,,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,65173709,"47.4102915834, 7.9017393486"
676182.227,239122.301,711,22.123,R7,HED,Hedingen,Perron,PU,1988,Rampe,Beton,,Fussgaenger,,keine,2.5,37.0,0.0,12,beidseitig,#BZU,Beton-Belag,,,SBB,,,2,Bestehend,35177882,"47.2985876803, 8.44591317123"
676213.176,239083.983,711,22.172,T8,HED,Hedingen,Perron,PU,1989,Treppe,Beton,,Fussgaenger,,Kinderwagen(-rampe),3.0,10.15,4.154,16/33,einseitig,#BZU,Naturstein-Pflaesterung,,,SBB,,,2,Bestehend,35068570,"47.2982394855, 8.44631583078"
676181.236,239150.993,711,22.1,R1,HED,Hedingen,Perron,PU,1989,Rampe,Beton,,Fussgaenger,,keine,2.5,34.0,0.0,12,beidseitig,#BZU,Beton-Belag,,,SBB,,,1,Bestehend,35242075,"47.2988458423, 8.44590493857"
676244.885,239075.041,711,22.198,T5,HED,Hedingen,Perron,PU,1989,Treppe,Beton,,Fussgaenger,,keine,2.5,6.22,0.0,14/32,einseitig,#BZU,Naturstein-Pflaesterung,,,SBB,,,1,Bestehend,35177349,"47.2981554009, 8.44673352166"
765215.118,253411.943,880,47.997,R2 Per. 1,HEBG,Heerbrugg,Perron,PU,2001,Rampe,Beton,,Fussgaenger,,keine,2.5,27.25,4.31,12,beidseitig,#BZU,Verbundstein-Pflaesterung,,,SBB,,,1,Bestehend,35176647,"47.4107765452, 9.62793716774"
765192.397,253373.969,880,47.953,R2 Per. 2,HEBG,Heerbrugg,Perron,PU,2001,Rampe,Beton,,Fussgaenger,,keine,2.5,49.37,4.92,10,beidseitig,#BZU,Verbundstein-Pflaesterung,,,SBB,,,2,Bestehend,35099755,"47.4104408372, 9.62762220373"
765206.394,253369.01,880,47.96,T3 PU Sud,HEBG,Heerbrugg,Strasse,PU,2001,Treppe,Beton,,Fussgaenger,,keine,2.2,8.8,2.88,15/30,beidseitig,#BZU,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35092021,"47.4103927399, 9.62780575075"
665471.577,210906.266,500,93.52,,HEIM,Heimbach (Spw),Strasse,Technikkabine,2011,Treppe,,,Andere,dienstlich,keine,0.8,6.0,2.75,,einseitig,,Beton-Belag,,,SBB, ,,,Bestehend,121401950,"47.0459564246, 8.30021361362"
668253.892,254473.201,698,17.041,Dienst,HBLO,Heitersberglinie Ost (Abzw),Viadukt,Gleis,,Treppe,Holz,Holzschwellen,,,keine,0.4,6.0,0.0,,kein,,Unbekannt,,,SBB,,,,Bestehend,35175042,"47.4375162988, 8.34343382124"
693800.223,268912.25,762,35.005,Geb.,HGT,Henggart,AG,,,Treppe,Beton,,Fussgaenger,,keine,1.8,0.26,0.0,,Unbekannt,#BZU,Unbekannt,,,SBB,,,,Bestehend,35029010,"47.5642182708, 8.68508070533"
693807.341,268933.435,762,35.023,T3 Per. 2,HGT,Henggart,Perron,PU,2002,Treppe,Beton,,Fussgaenger,,,2.5,10.75,4.25,34/15,beidseitig,#BZU,Beton-Belag,,,SBB,,,2,Bestehend,35222264,"47.564407761, 8.68517974863"
705983.602,239694.817,742,14.018,R2 Per. 2/3,HI,Hinwil,Perron,PU,1990,Rampe,Beton,,Fussgaenger,,,2.29,33.6,4.1,12,beidseitig,#BZU,Bituminoeses Mischgut,,,SBB,,,2/3,Bestehend,35066897,"47.2996226308, 8.84001195047"
664342.887,224595.85,651,13.991,Dienst,HO,Hochdorf,Garten,Garten,,Treppe,Holz,Schwellen,,,keine,1.0,2.06,0.0,,kein,,Andere,Holz,,SBB,,,,Bestehend,35284395,"47.1691960203, 8.28730937818"
750264.896,260383.819,880,70.983,Dienst,HOT,Horchental,,,2003,Treppe,Beton,,,BD,keine,0.8,3.17,0.0,,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,35234535,"47.4770442661, 9.43226469292"
687557.806,235197.85,720,16.655,R3 Per 3/4,HG,Horgen,Perron,PU,1958,Rampe,,,Fussgaenger,,,2.5,28.55,0.0,12,,#BZU,Andere,,,SBB,,,3/4,Bestehend,35149705,"47.2618816881, 8.59553642072"
687502.999,235178.149,720,16.608,T8 Geb. Sud,HG,Horgen,Rampe,Platz,2013,Treppe,Stahl,,Fussgaenger,Gewerbe,keine,1.2,1.65,1.23,28/20,einseitig,,Andere,Gitterrost,,SBB,,,,Bestehend,137685203,"47.2617117712, 8.59480852082"
687140.973,234841.672,660,16.822,T1,HGO,Horgen Oberdorf,Platz,PU,1961,Treppe,Beton,,Fussgaenger,,keine,3.0,7.397,8.2,16/30,beidseitig,#BZU,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35087104,"47.2587335147, 8.58996051711"
687133.739,234816.133,660,16.835,T3 Treppe,HGO,Horgen Oberdorf,Perron 3/4,PU,1961,Treppe,Beton,,Fussgaenger,,keine,2.0,6.9,3.6,,beidseitig,#BZU,Naturstein-Pflaesterung,,,SBB,,,3/4,Bestehend,35256817,"47.2585047821, 8.58986000296"
752637.926,262186.374,825,93.554,,HN,Horn,Perron,Weg,2008,Rampe,Beton,,Fussgaenger,Velo,keine,1.6,8.0,0.4,5,beidseitig,#BZU,Bituminoeses Mischgut,,,SBB,,,2,Bestehend,35108588,"47.492704255, 9.4643524062"
752572.19,262228.813,825,93.465,R1 PU West,HN,Horn,Perron,PU,2008,Rampe,Beton,,Fussgaenger,Velo,keine,2.5,37.6,3.86,10,beidseitig,#BZU,Beton-Belag,,,SBB,,,1,Bestehend,35046618,"47.4931010823, 9.4634949174"
676660.346,225179.092,660,44.411,,HUZY,Hunenberg Zythus,Perron,Strasse,2008,Treppe,Beton,,Fussgaenger,,keine,1.6,9.3,0.0,,Unbekannt,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35084647,"47.1731290396, 8.44985878127"
