y,x,Linie,Km,Name,BPS,BPS-Name,Oben,Unten,B-Jahr,Typ,Bauart,Bem Bauart,Nutzung,Bem Nutzung,Zus Nutz,Breite,Lange (m),Diff H=,Steigung,Handlauf,Bem Handlauf,Oberflache,Bem Oberflache,Bemerkungen,Eigentum,Bem Eigentum,Besonderheiten,Perron,Status,FID,geopos
610784.562,218847.6,400,23.902,Dienst,AESP,Aespli,Feldweg,Gleisanlage NBS,2000,Treppe,Beton,,,,keine,0.5,4.0,0.0,,kein,,Unbekannt,,,SBB,,,,Bestehend,35272244,"47.1205301806, 7.58074586872"
610699.369,218459.813,400,23.505,Dienst,AESP,Aespli,Feldweg,Gleisanlage NBS,2000,Treppe,Beton,Elemente,,,keine,0.5,4.0,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35202476,"47.117043467, 7.57961409487"
610619.665,218049.45,400,23.086,Dienst,AESP,Aespli,Feldweg,Gleisanlage NBS,2000,Treppe,Beton,Elemente,,,keine,0.5,4.0,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35123318,"47.1133535839, 7.57855426414"
610489.774,217273.58,400,22.3,Dienst,AESP,Aespli,Feldweg,Gleisanlage NBS,2000,Treppe,Beton,Elemente,,,keine,0.5,4.0,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35154063,"47.1063767895, 7.57682493559"
610381.28,216585.311,400,21.603,Dienst,AESP,Aespli,Feldweg,Gleisanlage NBS,2000,Treppe,Beton,Elemente,,,keine,0.5,4.0,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35120788,"47.1001875871, 7.57537990816"
676254.096,236605.959,711,24.859,T1 Per.1,AF,Affoltern am Albis,Perron,PU,2000,Treppe,Beton,,Fussgaenger,,,2.1,8.7,4.0,15/30,beidseitig,#BZU,Naturstein-Pflaesterung,,,SBB,,,1,Bestehend,35169512,"47.2759480457, 8.44643608149"
563355.301,129778.38,100,39.13,,AIG,Aigle,,,1972,Treppe,,,,,,0.35,4.96,0.0,,,#BZU,Andere,,,SBB,,,1,Bestehend,35125922,"46.318400435, 6.96287838144"
689805.312,153566.779,600,86.25,,AI,Airolo,Marciapiede 2/3 lato sud,Sottopasso,1954,Treppe,Beton,,Fussgaenger,,,2.1,6.8,0.0,,beidseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35147488,"46.5273750381, 8.60914035315"
686376.77,279314.062,770,35.575,T2,AR,Altenburg-Rheinau,Weg,Gleis,2013,Treppe,Stahl,,Andere,Dienst,keine,0.8,4.18,5.72,19/26,einseitig,,Andere,Stahlgitter,,SBB,,,,Bestehend,135484967,"47.658775791, 8.58847474366"
704882.07,227949.067,720,37.161,T1,ALTD,Altendorf,Strasse,PU,1969,Treppe,Beton,,Fussgaenger,,keine,2.5,6.0,0.0,15/30,beidseitig,,Naturstein-Pflaesterung,,,SBB,,,2,Bestehend,35058424,"47.1941670496, 8.82271033035"
704870.849,227934.036,720,37.152,R1,ALTD,Altendorf,Platz,PU,1969,Rampe,Beton,,Fussgaenger,,keine,2.5,23.0,0.0,12,beidseitig,#BZU,Bituminoeses Mischgut,,,SBB,,,1,Bestehend,35179248,"47.1940336515, 8.8225587842"
704548.229,227972.82,720,36.83,T1 Letzi,ALTD,Altendorf,Platz,Weg,2009,Treppe,Beton,,Fussgaenger,,keine,1.5,5.6,2.5,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35273487,"47.1944335519, 8.81831120236"
737472.882,276076.911,824,92.795,,ALN,Altnau,Perron 2,Strasse,1998,Treppe,Beton,,Fussgaenger,,keine,1.95,6.8,0.0,15/32,kein,#BZU,Beton-Belag,,,SBB,,,2,Bestehend,35208553,"47.6209444347, 9.26746406218"
759971.552,249242.571,880,41.228,T3 Perron 2/3,ALT,Altstatten SG,Perron,PU,2008,Treppe,Beton,,,,keine,2.09,8.97,4.6,,beidseitig,#BZU,Beton-Belag,Granittplaten,,SBB,,,2/3,Bestehend,35213019,"47.3745853127, 9.55699602233"
694978.637,152502.337,600,91.861,Geb.,AP,Ambri-Piotta,TR,,,Treppe,Beton,,,,keine,2.4,3.8,0.0,,einseitig,,Unbekannt,,,SBB,,,,Bestehend,35266071,"46.517086742, 8.67633851222"
749622.762,265261.385,825,88.849,,ARBS,Arbon Seemoosriet,Perron,Platz,2008,Treppe,Stahl,,Fussgaenger,,keine,2.0,5.0,2.55,16/31,beidseitig,#BZU,Andere,Stahl-Gitterrost,,SBB,,,1,Bestehend,35136783,"47.5210448782, 9.42538746699"
749496.864,265326.252,825,88.707,,ARBS,Arbon Seemoosriet,Perron,Platz,2008,Rampe,Beton,,Fussgaenger,,keine,2.0,48.6,1.08,2,beidseitig,#BZU,Beton-Belag,,,SBB,,,1,Bestehend,35238824,"47.5216567553, 9.42373824048"
587050.519,117442.434,100,85.284,Acces,ARD,Ardon,Quai 2,PI voy,2012,Rampe,Beton,,Fussgaenger,,Kinderwagen(-rampe),1.94,37.52,4.31,11.49,beidseitig,,Beton-Belag,,,SBB,,,,Bestehend,119656210,"46.2083092082, 7.27086106683"
557324.793,203319.368,210,70.344,Bat.,AUV,Auvernier,Batiment voyageurs,Place,,Treppe,Andere,pierre naturelle,Fussgaenger,,keine,3.34,1.1,0.0,,kein,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35035699,"46.9795627428, 6.87774346653"
697497.491,228525.432,720,29.23,R Stationsweg,BAE,Bach,Weg,PU,1932,Rampe,Beton,,Fussgaenger,,,2.0,19.6,0.0,16,,#BZU,Andere,,,SBB,,,,Bestehend,35056653,"47.2004809846, 8.72540222831"
697508.218,228549.119,720,29.247,Ext.,BAE,Bach,,,1997,Treppe,Beton,,Fussgaenger,,keine,1.2,4.45,0.0,,einseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35035564,"47.2006924308, 8.72554890504"
757069.317,208658.723,900,5.682,R1 Rampe,BRAG,Bad Ragaz,Platz,PU,1956,Rampe,Beton,,Fussgaenger,,keine,2.47,47.0,0.0,11,einseitig,#BZU,Bituminoeses Mischgut,,,SBB,,,,Bestehend,35133511,"47.010372207, 9.50443318264"
664420.693,271256.646,701,41.472,,ZZ,Bad Zurzach,Perron,Dienstweg,2012,Treppe,Beton,,Andere,dienstlich,keine,0.8,1.05,,,kein,#BZU,Beton-Belag,,,SBB,,,,Bestehend,127374903,"47.5888413749, 8.29505064793"
664428.198,271261.609,701,41.471,,ZZ,Bad Zurzach,Perron,Dienstweg,2012,Treppe,Beton,,Andere,dienstlich,keine,0.55,1.1,,,kein,#BZU,Beton-Belag,,,SBB,,,,Bestehend,128706865,"47.588885271, 8.29515113383"
721826.127,77521.802,600,204.252,Servizio,BAL,Balerna,Rampa di carico,Piazzale,,Treppe,Beton,,,,keine,1.0,1.75,1.08,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35084917,"45.8383842061, 9.00658637253"
721567.231,78574.829,600,203.362,Rampa,BAL,Balerna,Accesso stabile,Piazzale,2010,Rampe,Beton,,Fussgaenger,,,1.25,9.26,0.75,8.1,kein,,Bituminoeses Mischgut,,,SBB,,,,Bestehend,150262552,"45.84790109, 9.00352553472"
612864.461,265191.288,230,121.111,Treppe,BSDH,Basel Dreispitz,Walkenweg,Perron 1,2006,Treppe,Beton,,,,,2.0,16.5,7.1,,beidseitig,rostfrei#BZU,Unbekannt,,,SBB,,,521,Bestehend,35275646,"47.5373241719, 7.60947745607"
609665.241,266679.9,510,140.139,Dienst,BS,Basel SBB,Strasse,Gleis,,Treppe,Holz,,,,keine,0.8,13.7,0.0,,kein,,Andere,Holz,,SBB,,,,Bestehend,35233633,"47.5507669229, 7.56702030397"
611350.84,266260.832,500,0.011,,BS,Basel SBB,Passerelle,Perron4,2003,Treppe,Beton,,Fussgaenger,,keine,1.65,12.8,7.03,,beidseitig,#BZU,Andere,Kunststein,,SBB,,,7/8,Bestehend,35252799,"47.5469711345, 7.58940199896"
612262.021,265943.546,500,0.979,Geb.,BS,Basel SBB,DG,Platz,,Treppe,Unbekannt,,,,keine,1.6,1.0,0.0,,kein,,Unbekannt,,,SBB,,,,Bestehend,35030474,"47.5441012565, 7.60149700585"
611272.034,266215.146,514,142.1,T25,BS,Basel SBB,Paserelle,Gleisanlage,,Rolltreppe,Andere,,Fussgaenger,,keine,1.0,19.0,0.0,,beidseitig,Rollband#BZU,Andere,Metalltritte,,SBB,,,,Bestehend,35186481,"47.5465615964, 7.58835402429"
611310.594,266282.782,510,142.168,T14,BS,Basel SBB,Paserelle,Gleisanlage,,Rolltreppe,Andere,,Fussgaenger,,keine,1.0,19.0,0.0,,beidseitig,Rollband#BZU,Andere,Metalltritte,,SBB,,,,Bestehend,35069746,"47.5471692374, 7.58886794455"
611319.578,266297.897,510,142.17,T11,BS,Basel SBB,Paserelle,Gleisanlage,,Rolltreppe,Andere,,Fussgaenger,,keine,1.0,19.0,0.0,,beidseitig,Rollband#BZU,Andere,Metalltritte,,SBB,,,,Bestehend,35152383,"47.5473050237, 7.58898766698"
611245.98,266147.902,514,142.102,T,BS,Basel SBB,Passerelle,Gleisanlage,2002,Rolltreppe,Stahl,,Fussgaenger,,keine,1.0,25.7,,,beidseitig,Rollband,Andere,Metalltritte,,SBB,,,,Bestehend,69150672,"47.5459572658, 7.58800624651"
612732.923,265899.931,511,1.52,Geb.,BSGB,Basel SBB GB,Buro,Platz,,Treppe,Beton,,,,keine,3.25,1.2,0.0,,kein,,Andere,Granitstein,,SBB,,,,Bestehend,35039915,"47.5437000795, 7.60775067034"
615802.686,265040.762,511,4.805,Dienst,BSRB,Basel SBB RB,Platz,Weg,,Treppe,Beton,Fertigelemente,,,keine,0.75,3.85,1.65,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35205844,"47.5359065393, 7.64849501728"
615706.825,265017.813,511,4.708,Dienst,BSRB,Basel SBB RB,Gleis G50,GleisG49,,Treppe,Holz,,,,keine,0.8,3.0,1.5,,kein,,Andere,Holzschwellen,,SBB,,,,Bestehend,35094463,"47.535702432, 7.64722110366"
614933.883,265309.588,511,3.882,Geb.,BSRB,Basel SBB RB,Gleis G80,Platz,,Treppe,Holz,,,,keine,1.8,0.8,0.0,,kein,,Andere,Holz,,SBB,,,,Bestehend,35242379,"47.5383445394, 7.63696564181"
615745.45,265007.073,511,4.75,Dienst,BSRB,Basel SBB RB,Brucke,Gleis,2006,Treppe,Stahl,,,,keine,1.2,13.0,0.0,,einseitig,,Andere,Stahl,auf Betonpfeiller,SBB,,,,Bestehend,35279846,"47.535604918, 7.64773369216"
615613.801,265002.429,511,4.627,Treppe,BSRB,Basel SBB RB,Dienstgebaude,Platz,2013,Treppe,Beton,,Andere,Dienstlich,keine,1.0,0.75,,,kein,,Beton-Belag,,,SBB,,,,Bestehend,126930171,"47.5355662812, 7.64598514154"
615537.564,265047.721,511,4.54,Zugang Traforaum,BSRB,Basel SBB RB,Gebaude,Platz,2014,Treppe,Beton,,Andere,Dienstlich,keine,1.2,2.8,0.5,,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,135385083,"47.535975427, 7.64497423882"
613499.11,265782.587,511,2.355,Station,BSJA,Basel St. Jakob,Perron,St.Jakobs-Weglein,2001,Treppe,Beton,,Andere,Match-Besucher,keine,3.95,25.35,0.0,,beidseitig,#BZU,Beton-Belag,,,SBB,,,902,Bestehend,35099654,"47.5426294907, 7.61792417007"
609619.713,267501.442,510,139.311,Technikgebaude,BSSJ,Basel St. Johann,Strasse,Technikraum,2011,Treppe,Beton,,Andere,Dienstlich,keine,1.5,2.3,0.0,,einseitig,,Andere,Fertigelement,,SBB,,,,Bestehend,35150706,"47.5581563, 7.56643314445"
689604.578,254856.262,752,14.779,R2 Perron2/3,BSD,Bassersdorf,Perron 2/3,PU,1978,Rampe,Beton,,Fussgaenger,,keine,2.5,35.0,0.0,12,beidseitig,#BZU,Bituminoeses Mischgut,,,SBB,,,2/3,Bestehend,35079406,"47.4384009088, 8.62650844265"
708671.691,247443.116,754,25.083,T3 TK,BMA,Bauma,TK01,Platz,2015,Treppe,Beton,,Fussgaenger,,keine,0.75,1.15,0.0,,Unbekannt,,Beton-Belag,,,SBB,,,,Bestehend,136723958,"47.3688646163, 8.87742639871"
574635.159,185160.327,253,44.449,Escalier,BF,Belfaux CFF,Place,Route,,Treppe,Beton,,Fussgaenger,,keine,1.01,3.73,0.0,,einseitig,,Unbekannt,,,SBB,,,,Bestehend,35198921,"46.8171090607, 7.10626809748"
604320.946,228640.037,410,77.602,Treppe,BELE,Bellach Industrie,Vorplatz BhF.,Ramp"e, "Zugang PU,1981,Treppe,Beton,,Fussgaenger,,,1.8,3.4,0.0,,beidseitig,#BZU,Andere,,,SBB,,,,Bestehend,35162367,"47.2086839946, 7.49566249597"
722836.958,117257.095,600,150.864,Scala,BEL,Bellinzona,Passerella,Marciapiede 2/3,1912,Treppe,Beton,Struttura in metallo,Fussgaenger,,,1.85,10.0,0.0,,beidseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35270665,"46.195566199, 9.02996570017"
600015.777,199766.965,250,97.095,Treppe,BN,Bern,Perron,PU,1964,Treppe,Beton,,Fussgaenger,,,2.05,9.75,0.0,,beidseitig,#BZU,Andere,,,SBB,,,3/4,Bestehend,35049481,"46.9489860938, 7.43884022736"
600014.195,199813.141,450,106.135,Treppe,BN,Bern,Perron,PU,1964,Treppe,Beton,,Fussgaenger,,,3.87,11.31,0.0,,beidseitig,#BZU,Andere,,,SBB,,,7/8,Bestehend,35246711,"46.9494014549, 7.43881944092"
599610.548,199677.448,250,96.686,Treppe,BN,Bern,Rangierfeld,Kabelkanal,1960,Treppe,Beton,,Andere,SBB-Dienste,,0.8,4.75,4.8,,beidseitig,,Beton-Belag,,,SBB,,,,Bestehend,35092396,"46.9481807144, 7.4335173893"
600089.178,199866.769,450,106.048,Rampe,BN,Bern,Perron,Gepacktunnel,1961,Rampe,Beton,,Post,,,1.97,33.9,2.6,,kein,#BZU,Beton-Belag,,,SBB,,,3/4,Bestehend,35255317,"46.9498838504, 7.43980439778"
600053.76,199905.233,450,106.027,Rampe,BN,Bern,Perron,Gepacktunnel,1961,Rampe,Beton,,Post,,,2.13,27.1,2.5,,kein,#BZU,Beton-Belag,,,SBB,,,12/13,Bestehend,35249601,"46.9502298407, 7.43933915148"
599826.125,199747.927,250,96.914,Aufgang Welle 5,BN,Bern,Pa Welle,Perron,2005,Treppe,Beton,,Fussgaenger,,,2.4,14.1,7.8,,beidseitig,#BZU,Andere,,,SBB,,,12/13,Bestehend,35124877,"46.9488148004, 7.43634904347"
599650.276,199752.051,250,96.746,Dienst,BN,Bern,Stadtbachstrasse,Gleisfeld,,Treppe,Stahl,Stahlbau,,,keine,1.15,8.4,0.0,,beidseitig,,Andere,,,SBB,,,,Bestehend,35179480,"46.948851808, 7.43403916359"
599847.35,199671.279,250,96.913,T02,BN,Bern,Pa Welle,Gleisanlage,,Rolltreppe,Andere,,Fussgaenger,,keine,1.0,17.9,0.0,,beidseitig,Rollband,Andere,Metalltritte,,SBB,,,,Bestehend,35146665,"46.9481253457, 7.4366278838"
596669.436,198462.761,250,92.958,Aufgang Perron,BNBS,Bern Bumpliz Sud,Perron,Platz,2013,Perronrampe,Beton,,Fussgaenger,,Kinderwagen(-rampe),1.1,7.0,,,einseitig,,Bituminoeses Mischgut,,,SBB,,,1,Bestehend,135193121,"46.9372458176, 7.39489377564"
597567.442,199266.846,250,94.163,Rampe Sud,BNAS,Bern Europaplatz,Perron,Strasse,1966,Rampe,Beton,,Fussgaenger,,Kinderwagen(-rampe),2.5,44.11,,,einseitig,#BZU,Bituminoeses Mischgut,,,SBB,,,965,Bestehend,151913556,"46.944482709, 7.40668261875"
601991.507,201772.282,290,108.893,Treppe,BNWD,Bern Wankdorf,Passerelle,Perron,2005,Treppe,Stahl,,Fussgaenger,,,2.98,14.11,0.0,,beidseitig,#BZU,Andere,,,SBB,,,303/403,Bestehend,35216188,"46.9670214685, 7.46480111255"
602144.49,201906.177,450,102.839,Treppe,BNWD,Bern Wankdorf,Passerelle,Perron,2004,Treppe,Stahl,,Fussgaenger,,,1.96,14.95,7.0,,beidseitig,#BZU,Andere,,,SBB,,,504,Bestehend,35156269,"46.9682254131, 7.46681192334"
597832.642,199547.307,250,94.549,,BNWM,Bern Weyermannshaus,,,,Treppe,Beton,,Fussgaenger,,keine,1.3,2.05,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35058037,"46.947006454, 7.41016450719"
598434.333,200021.914,250,95.33,Geb.,BWMS,Bern Weyermannshaus (Spw),,,,Treppe,Andere,Granit,,,keine,1.15,3.05,0.0,,kein,,Andere,Granit,,SBB,,,,Bestehend,35106482,"46.9512773848, 7.41806608133"
601250.611,201591.818,450,103.787,Dienst,BWY,Bern Wyler,DG,Strasse,,Treppe,Beton,,,,keine,2.0,2.38,0.0,,beidseitig,,Beton-Belag,,,SBB,,,,Bestehend,35218175,"46.965399898, 7.45506525516"
600507.106,201126.538,450,104.697,Treppe,BWY,Bern Wyler,Decke US,US,,Treppe,Stahl,,Andere,dienstlich/ NA,keine,1.0,4.26,0.0,,einseitig,,Andere,,,SBB,,,,Bestehend,35155848,"46.9612155376, 7.44529543331"
600559.746,201209.955,450,104.598,Treppe,BWY,Bern Wyler,Eingang DG,US,,Treppe,Stahl,,Andere,dienstlich/ NA,keine,1.0,4.18,0.0,,einseitig,,Andere,,,SBB,,,,Bestehend,35093494,"46.9619658498, 7.44598713873"
599190.1,227106.657,410,82.957,Treppe,BET,Bettlach,Strasse,PU,1999,Treppe,Beton,,Fussgaenger,,Kinderwagen(-rampe),2.5,9.5,0.0,,beidseitig,#BZU,Andere,,,SBB,,,682,Bestehend,35252857,"47.1949047908, 7.42794112279"
599201.551,227080.857,410,82.953,Treppe,BET,Bettlach,Perron,PU,1999,Treppe,Beton,,Fussgaenger,,Kinderwagen(-rampe),2.5,10.9,0.0,,beidseitig,#BZU,Andere,,,SBB,,,582,Bestehend,35103768,"47.1946727426, 7.4280922807"
552352.831,198016.036,210,62.504,Acces,BV,Bevaix,Voies,Route,2014,Treppe,Stahl,,Fussgaenger,,keine,1.25,7.8,4.918,63,beidseitig,,Andere,Metal,,SBB, ,,,Bestehend,160935011,"46.9315208053, 6.81295567293"
585136.247,220211.126,210,104.495,,BI,Biel/Bienne,Perron 2/3,PU,1917,Treppe,,,,,,3.12,9.03,0.0,,,#BZU,Andere,,,SBB,,,2/3,Bestehend,35239461,"47.1327129573, 7.24271465557"
585174.821,220097.914,410,99.289,Service,BI,Biel/Bienne,Voies,Voies,,Treppe,Holz,,Fussgaenger,,keine,1.2,3.44,0.0,,kein,#BZU,Andere,,,SBB,,,,Bestehend,35078163,"47.1316955066, 7.24322682402"
585242.595,220088.915,410,99.224,Service,BI,Biel/Bienne,Voies,Voies,,Treppe,Holz,,Fussgaenger,,keine,0.99,2.51,0.0,,kein,#BZU,Andere,,,SBB,,,,Bestehend,35136261,"47.1316160856, 7.24412040956"
585370.169,220053.75,410,99.094,Service,BI,Biel/Bienne,Batiment de service BA01,Terrain,,Treppe,Beton,,Fussgaenger,,keine,4.73,1.76,0.0,,kein,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35162322,"47.1313026315, 7.24580303173"
585202.188,221247.83,225,35.274,Service,BI,Biel/Bienne,Chemin,Voie,,Treppe,Andere,Pierres nat.,,,keine,1.09,15.01,0.0,,einseitig,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35264184,"47.142039391, 7.24354963573"
585241.697,221283.486,225,35.327,Service,BI,Biel/Bienne,Chemin,Voie,,Treppe,Andere,Pierres nat.,,,keine,1.02,4.67,0.0,,einseitig,,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35141395,"47.1423609967, 7.24406930946"
585135.027,220234.846,210,104.484,,BI,Biel/Bienne,Perron 1,Platz,,Rampe,Beton,,,,keine,1.9,4.77,0.0,,kein,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35272872,"47.1329262866, 7.24269779001"
584937.675,220198.131,210,104.317,Gebaude,BI,Biel/Bienne,DG,Strasse,,Treppe,Beton,,,,keine,1.18,4.31,0.0,,einseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35265147,"47.1325915549, 7.24009777944"
584948.322,220166.606,210,104.34,Gebaude,BI,Biel/Bienne,Weg,Platz,,Treppe,Stahl,,,,keine,0.92,3.9,0.0,,beidseitig,#BZU,Andere,,,SBB,,,,Bestehend,35221138,"47.132308237, 7.24023917022"
585053.37,220273.832,210,104.393,Acces,BI,Biel/Bienne,Place,Quai,,Treppe,Beton,,Fussgaenger,,keine,0.985,0.64,0.588,90,einseitig,,Beton-Belag,,,SBB, ,,,Bestehend,146390289,"47.1332751088, 7.24162019422"
589049.354,223015.597,410,94.031,Zugriff 4,BIBD,Biel/Bienne Bozingenfeld/Champ,Dock,Unterdeck,2014,Rampe,Beton,,Fussgaenger,,Kinderwagen(-rampe),2.51,43.81,4.428,10,einseitig,,Beton-Belag,,,SBB, ,,2,Bestehend,143099824,"47.1580154135, 7.29422357354"
586858.492,221310.654,265,96.818,Service,BIRB,Biel/Bienne RB,Place,Batiment de service WK02,,Treppe,Beton,,Fussgaenger,,keine,1.41,3.75,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35266677,"47.1426396568, 7.26538281468"
586876.105,221280.229,265,96.819,Service,BIRB,Biel/Bienne RB,Batiment de service SW02,Place,,Treppe,Beton,,Fussgaenger,,keine,1.6,1.2,0.0,,kein,,Unbekannt,,,SBB,,,,Bestehend,35143887,"47.1423663418, 7.26561589908"
586985.758,221365.782,265,96.681,Service,BIRB,Biel/Bienne RB,Voies,Batiment de service DG05,,Treppe,Beton,,Fussgaenger,,keine,1.01,2.24,0.0,,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,35164663,"47.1431380532, 7.26705897918"
586537.006,221163.204,265,97.119,Service,BIRB,Biel/Bienne RB,Place,Batiment de service DG02,,Treppe,Beton,,Fussgaenger,,keine,1.06,2.11,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35126566,"47.1413068706, 7.26114904886"
675616.701,245587.599,711,12.885,T11,BIR,Birmensdorf ZH,Weg,Strasse,2004,Treppe,Beton,,Fussgaenger,,keine,2.8,1.2,1.3,14/30,beidseitig,,Beton-Belag,,,SBB,,,,Bestehend,68137824,"47.3567993555, 8.43952675854"
735281.077,262625.795,852,6.797,T2 Pa Bischofszell Nord,BZN,Bischofszell Nord,Pa,Platz,1999,Treppe,Beton,,Fussgaenger,,keine,1.5,12.63,0.0,,beidseitig,#BZU,Bituminoeses Mischgut,,,SBB,,,,Bestehend,35173723,"47.5004569981, 9.23422095712"
735822.957,261684.991,852,10.085,T1 Verladerampe,BZS,Bischofszell Stadt,Rampe,Platz,,Treppe,Beton,,Fussgaenger,,keine,0.782,1.45,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35088812,"47.4918859785, 9.24112396862"
735698.885,261550.333,852,10.267,Treppe,BZS,Bischofszell Stadt,Schutzengutlistrasse,Gleis,,Treppe,Beton,,Fussgaenger,,keine,0.76,3.0,0.0,25/75,kein,,Beton-Belag,,,SBB,,,,Bestehend,35258646,"47.4907008225, 9.23943697986"
735841.165,261723.692,852,10.045,R AG01,BZS,Bischofszell Stadt,AG,,2012,Rampe,Beton,,Fussgaenger,,,1.8,0.96,0.608,6,beidseitig,,Beton-Belag,,,SBB,,,,Bestehend,115498729,"47.4922301969, 9.24137732145"
706310.423,231254.01,735,57.347,T1 Per.1,BLU,Blumenau,Perron,Weg,1984,Treppe,Beton,,Fussgaenger,,keine,1.2,1.0,0.6,,einseitig,,Beton-Belag,,,SBB,,,1,Bestehend,35032561,"47.2236609977, 8.84233587456"
713247.545,137314.494,600,125.927,Servizio,BO,Bodio TI,Porta parete fonica,Riale,2007,Treppe,Beton,,,,keine,1.5,4.8,0.0,,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,35064847,"46.3776449601, 8.91064237208"
554517.164,202342.937,219,8.064,Service,BOLE,Bole,Talus,Chemin,,Treppe,Holz,,,,keine,0.56,1.23,0.0,,kein,,Andere,Bois,,SBB,,,,Bestehend,35041430,"46.970592954, 6.84094160298"
554277.602,202184.836,219,8.352,Bat.,BOLE,Bole,Cabine electrique,Chemin,,Treppe,Beton,,,,keine,1.44,0.55,0.0,,einseitig,,Beton-Belag,,,SBB,,,,Bestehend,35036932,"46.9691543586, 6.83780958275"
656109.756,241602.747,651,33.747,Dienst,BONI,Boniswil,Wiese,Gleis,,Treppe,Beton,,,,keine,1.0,2.85,0.0,,kein,,Beton-Belag,,,SBB,,,,Bestehend,35230312,"47.3229085753, 8.18084237215"
677838.027,242245.945,711,17.992,Aufstieg zu Bahnhofplatz,BON,Bonstetten-Wettswil,Platz,PU,2007,Rampe,Beton,,Fussgaenger,,keine,2.5,43.0,4.1,11,einseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35227854,"47.3264874037, 8.4683456723"
666278.946,239743.447,653,77.739,Lift Bahnhof,BOS,Boswil-Bunzen,,PU,,Lift,,,Fussgaenger,,keine,,,,,kein,,,,,SBB,,,,Bestehend,171310576,"47.3052430926, 8.31507475996"
661509.864,269794.285,702,37.437,,DOE,Dottingen,Perron,Platz,2012,Treppe,Beton,,Fussgaenger,,keine,49.0,0.5,,,in der Mittelzone,#BZU,Beton-Belag,,,SBB,,,1,Bestehend,129165371,"47.5759693413, 8.25615355935"
592367.099,218675.755,415,99.142,,DON,Dotzigen,Perron 1,Platz,2006,Treppe,Beton,,Fussgaenger,,keine,8.0,1.0,0.5,,in der Mittelzone,#BZU,Andere,Fertigelemente Beton,,SBB,,,799,Bestehend,35275082,"47.1190263166, 7.33804858914"
689214.001,250711.83,740,90.695,T6,DUE,Dubendorf,Platz,Strasse,1983,Treppe,Beton,,Fussgaenger,,keine,2.0,4.3,0.0,15/33,einseitig,,Beton-Belag,Granittplatten,,SBB,,,,Bestehend,35270033,"47.4011826532, 8.62050387867"
689463.771,250577.074,740,90.411,Geb,DUE,Dubendorf,Platz,Relaisgebaude,1960,Treppe,Beton,,,,keine,1.13,5.5,0.0,,kein,,Verbundstein-Pflaesterung,Beton,,SBB,,,,Bestehend,35029136,"47.3999368887, 8.62378528746"
581044.803,188965.372,250,72.274,Acces,DUED,Dudingen,Rampe,Chemin,2005,Treppe,Beton,,Fussgaenger,,keine,1.0,1.0,0.0,,einseitig,#BZU,Unbekannt,,,SBB,,,2,Bestehend,35060006,"46.8515507816, 7.19009730113"
580972.521,188886.967,250,72.168,Chemin d'acces,DUED,Dudingen,Quai,Route,2014,Rampe,Beton,Enrobe bitum,Fussgaenger,,,2.58,31.54,2.21,7%,kein,,Bituminoeses Mischgut,,,SBB, ,,,Bestehend,141603221,"46.8508434346, 7.18915284162"
649316.406,259071.102,700,43.215,Dienst,EFG,Effingen,Feldweg,Bahntrasse,,Treppe,Andere,Elemente,,,keine,0.5,10.2,6.0,,kein,,Andere,Aite Kanalsteine,,SBB,,,,Bestehend,35069765,"47.4805593316, 8.09291030729"
694224.512,253501.586,753,-0.019,Treppe,EF,Effretikon,Strasse,Unterfuhrung,1962,Treppe,Beton,,Fussgaenger,,keine,3.98,5.82,2.77,,beidseitig,#BZU,Naturstein-Pflaesterung,,,SBB,,,,Bestehend,35101640,"47.4255731258, 8.68745878469"
681115.224,269641.532,770,22.242,Geb.,EGL,Eglisau,AG,Platz,,Treppe,Beton,,,,keine,1.144,2.47,0.0,,einseitig,#BZU,Beton-Belag,,,SBB,,,,Bestehend,35029407,"47.5724662545, 8.51667292468"
