y;x;Linie;Km;BPS;BPS Name;PerronTyp;P-Nr;Kanten-L=;PK-H=;Bem Hohe;Hilfstritt;H-Verl;Bem H-Verlauf;Material;Bem Material;Kantenkrone;Bem Kantenkrone;Auftritt;Bem Auftritt;Fotos;FID;y2;x2;1_koord;2_koord
585269.514;220120.685;410;99.214;BI;Biel/Bienne;Zwischenperron;6/7;299.74;P 55;;;Karrenueberfahrten;;Fertigelement;;Beton;;Andere;Naturstein;0;150906139;584998.948;220249.638;47.131902454, 7.24447417071;47.1330562501, 7.24090367639
595019.709;220797.837;415;95.579;BUER;Buren an der Aare;Dienstperron;795;80.14;P 42;;nicht vorhanden;konstant;;Ortsbeton;;Beton;;Kein;;0;136185783;595099.332;220806.928;47.1381396984, 7.37297916996;47.138222074, 7.37402866373
592429.276;218768.419;415;99.031;DON;Dotzigen;Hausperron;799;119.84;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35328178;592359.848;218670.743;47.1198605378, 7.3388663474;47.1189811499, 7.33795312593
614020.673;192220.37;430;18.649;KF;Konolfingen;Zwischenperron;4/5;114.51;P 35;inkl. 20 cm Hilfstritt;vorhanden;nicht konstant;;Fertigelement;;Beton;;Kein;;0;35359716;613923.908;192159.145;46.8809563475, 7.62257134998;46.8804076377, 7.62130003318
626114.412;229564.507;441;0.1;LTH;Langenthal;Hausperron;1;90.27;P 55;;;konstant;;Fertigelement;;Beton;;;;0;127511702;626184.731;229621.091;47.2164994016, 7.78337576401;47.2170055732, 7.78430734767
633302.723;239596.363;450;46.23;RTR;Rothrist;Hausperron;1;213.61;P 55;;;konstant;;Fertigelement;;Beton;;Kein;;0;35343684;633109.887;239504.599;47.3064073839, 7.87901222533;47.3055917238, 7.87645550902
629743.145;234959.276;450;52.288;MGT;Murgenthal;Zwischenperron;2/3;158.67;P 30;;;konstant;;Fertigelement;;Beton;;Kein;;0;35343559;629848.329;235078.078;47.2648694989, 7.83163559859;47.2659333158, 7.83303329175
626312.192;229759.821;450;58.969;LTH;Langenthal;Mittelperron;2/3;401.51;P 30;;;konstant;;Andere;;Naturstein;;Kein;;0;35354136;626001.82;229505.28;47.2182483364, 7.78599810109;47.2159711112, 7.78188599406
619316.674;221064.88;450;72.321;RTW;Riedtwil;Dienstperron;2/3;221.58;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35370247;619161.352;220906.855;47.1402809637, 7.69327358041;47.1388640659, 7.69121936068
614049.128;212216.527;450;83.25;BDF;Burgdorf;Mittelperron;4/5;49.17;P 30;;;Karrenueberfahrten;entfernte Karrenuberfahrten!;Ortsbeton;;Naturstein;;Kein;;0;35364629;614000.257;212221.864;47.0608234156, 7.62356021886;47.0608724514, 7.6229170946
613898.464;212229.688;450;83.402;BDF;Burgdorf;Mittelperron;4/5;61.73;P 25;;;konstant;;Fertigelement;;Beton;;Kein;;0;35373713;613837.074;212233.928;47.0609449612, 7.62157743204;47.0609843788, 7.62076948311
613732.15;212230.77;450;83.567;BDF;Burgdorf;Mittelperron;2/3;50.7;P 25;;nicht vorhanden;konstant;;Fertigelement;;Beton;;Kein;;0;132795241;613782.622;212225.975;47.0609581454, 7.61938826983;47.0609139715, 7.62005248875
601802.56;205490.46;450;98.963;ZOL;Zollikofen;Hausperron;1;65.16;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;66991849;601782.938;205428.326;47.0004674389, 7.46233252093;46.9999085888, 7.46207429232
602161.356;201898.0;450;102.826;BNWD;Bern Wankdorf;Mittelperron;604/704;225.79;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35332168;601948.47;201822.915;46.9681518069, 7.46703351028;46.9674770428, 7.46423581467
600118.078;199931.785;450;105.978;BN;Bern;Mittelperron;1/2;363.54;P 42;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35323654;599892.759;199680.282;46.9504686792, 7.44018402972;46.9482063432, 7.43722434547
613801.475;192090.732;460;20.358;KF;Konolfingen;Mittelperron;3/4;319.55;P 30;;;Karrenueberfahrten;;Ortsbeton;;Naturstein;;Kein;;0;35353665;614071.691;192261.092;46.8797947867, 7.61969179536;46.881321579, 7.62324190396
613924.726;192156.137;460;20.497;KF;Konolfingen;Zwischenperron;5/6;100.64;<=P20;;;Karrenueberfahrten;;Andere;Schiene;Andere;Stahl;Kein;;0;35354723;614009.805;192209.888;46.8803805629, 7.6213106729;46.8808622873, 7.62242845254
619712.863;194336.626;460;27.218;BOW;Bowil;Zwischenperron;1/2;25.52;<=P20;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35331288;619738.061;194340.633;46.8998486336, 7.6973379863;46.8998839318, 7.69766884602
619742.774;194346.173;460;27.249;BOW;Bowil;Dienstperron;1;49.27;<=P20;;;Karrenueberfahrten;;Ortsbeton;;Naturstein;;Kein;;0;35312540;619790.753;194357.327;46.8999336256, 7.69773093662;46.9000325353, 7.6983610744
626219.598;198814.613;460;37.35;LN;Langnau;Hausperron;1;224.21;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35344012;626388.39;198667.047;46.9399044318, 7.7829863521;46.9385703888, 7.78519459802
631002.17;196818.13;460;43.096;TSCH;Trubschachen;Zwischenperron;3;67.33;P 25;25 cm Hilfstritt;vorhanden;nicht konstant;;Fertigelement;;Beton;;Kein;;0;35346102;631058.124;196780.682;46.9217402434, 7.84566107809;46.9214007858, 7.8463931342
631098.688;196753.668;460;43.218;TSCH;Trubschachen;Zwischenperron;3;98.08;P 25;;;konstant;;Fertigelement;;Beton;;Kein;;0;35323495;631180.254;196699.192;46.9211558978, 7.84692384357;46.920662064, 7.84799096744
637928.644;196062.308;460;52.104;ESCH;Escholzmatt;Zwischenperron;1/2;200.57;<=P20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35343540;637930.948;196262.857;46.9145827619, 7.93653367726;46.916386578, 7.93658060992
637931.007;196062.336;460;52.104;ESCH;Escholzmatt;Zwischenperron;1/2;200.51;P 30;inkl. Hilfstritt 25cm;;konstant;;Fertigelement;;Andere;Stahlblech;Kein;;0;35372115;637932.908;196262.84;46.914582879, 7.93656469853;46.9163863133, 7.93660633816
637926.144;196098.815;460;52.14;ESCH;Escholzmatt;Zwischenperron;1;40.05;<=P20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35374155;637926.373;196138.862;46.9149112866, 7.9365038973;46.9152714982, 7.93651023535
643852.385;200069.619;460;60.006;SCHH;Schupfheim;Hausperron;1;71.64;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35349202;643895.17;200127.065;46.9502641976, 8.01467957029;46.9507780961, 8.01524711605
646254.342;203145.411;460;64.088;HAS;Hasle LU;Hausperron;1;125.88;P 35;;;auslaufend;;Fertigelement;;Naturstein;;Kein;;0;35372145;646293.684;203264.245;46.977767757, 8.04654332248;46.9788339113, 8.04707246626
647391.784;204861.396;460;66.287;ENT;Entlebuch;Mittelperron;2/3;82.82;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35375431;647430.138;204934.726;46.9931225753, 8.06167079838;46.993779427, 8.06218265531
647824.574;208668.347;460;70.361;DOPP;Doppleschwand-Romoos;Hausperron;1;186.9;<=P20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35314290;647812.114;208854.824;47.0273342536, 8.06776123622;47.0290124662, 8.06761698211
648577.27;211839.953;460;74.212;WH;Wolhusen;Mittelperron;2/3;239.2;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35328527;648804.188;211772.773;47.0558072891, 8.07800220222;47.0551863668, 8.08098151707
648804.188;211772.773;460;74.455;WH;Wolhusen;Mittelperron;2/3;16.26;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35375240;648820.243;211770.178;47.0551863668, 8.08098151707;47.0551618439, 8.08119254066
653424.239;209952.801;460;79.998;SCHA;Schachen LU;Hausperron;1;111.27;P 30;;;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35323864;653529.552;209916.873;47.0384602801, 8.14157207685;47.0381286301, 8.1429534398
653577.591;209905.147;460;80.158;SCHA;Schachen LU;Zwischenperron;1/2;39.0;<=P20;;;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35349721;653614.421;209892.451;47.0380192804, 8.14358409992;47.0379021086, 8.14406716744
656558.885;210018.548;460;83.184;MAL;Malters;Mittelperron;1/2;230.37;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35368842;656334.578;209966.157;47.0387917825, 8.18282264117;47.0383396335, 8.17986491863
656557.361;210024.877;460;83.184;MAL;Malters;Mittelperron;1/2;230.33;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35355093;656333.281;209971.584;47.0388488394, 8.18280337924;47.0383885574, 8.17984852829
649848.936;177367.505;469;53.159;BRW;Brienzwiler;Hausperron;2;110.13;P 35;;nicht vorhanden;konstant;;Fertigelement;;Beton;;Kein;;0;35331507;649740.835;177346.465;46.745635829, 8.09096951391;46.7454546417, 8.08955266522
633150.388;171153.268;469;73.794;IOBR;Interlaken Ost (Gleis 3-4);Zwischenperron;1b;163.17;<=P20;;;konstant;;Andere;;;;;;0;122048862;632988.685;171138.245;46.6907753854, 7.87200606078;46.6906482513, 7.86989111359
632905.635;171148.214;469;74.037;IOBR;Interlaken Ost (Gleis 3-4);Mittelperron;4/5;267.42;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;120984435;633169.144;171193.703;46.6907420212, 7.8688061549;46.6911381817, 7.87225416647
632855.479;171129.853;469;74.089;IOBR;Interlaken Ost (Gleis 3-4);Mittelperron;2/3;203.27;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35337383;633055.264;171166.62;46.6905793256, 7.86814917674;46.6909002041, 7.87076350829
666276.355;211373.251;470;0.145;LZ;Luzern;Dienstperron;13/14;19.63;P 42;;;nicht konstant;;Ortsbeton;;Beton;;Kein;;0;35354847;666278.728;211353.769;47.05007675, 8.31087162469;47.0499012829, 8.31090000311
666278.315;211373.512;470;0.145;LZ;Luzern;Dienstperron;13/14;19.66;P 42;;;nicht konstant;;Ortsbeton;;Beton;;Kein;;0;35337695;666280.68;211353.994;47.0500789016, 8.31089745562;47.0499031116, 8.31092572343
665981.843;207905.877;470;4.321;HW;Horw;Mittelperron;2/3;53.53;<=P20;P00;;nicht konstant;Rampe zu P35;Fertigelement;;Beton;;Kein;;0;35323769;665989.239;207852.857;47.0189188942, 8.30649143186;47.0184412697, 8.30658099232
666291.33;203940.736;470;8.663;HGW;Hergiswil;Mittelperron;2/3;23.33;<=P20;P10;;nicht konstant;Rampe zu P35;Ortsbeton;;Naturstein;;Kein;;0;35341345;666289.769;203917.463;46.9832234409, 8.30998282835;46.9830142662, 8.30995891608
666285.193;203796.943;470;8.727;HGW;Hergiswil;Hausperron;1;67.22;<=P20;P00;;nicht konstant;Rampe zu P35;Fertigelement;;Beton;;Kein;;0;35320294;666275.723;203730.429;46.9819306979, 8.30988118969;46.9813333786, 8.3097470243
663896.395;200824.945;470;13.1;AST;Alpnachstad;Aussenperron;2;120.12;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35336002;663877.238;200706.377;46.9554328848, 8.27806765637;46.9543682494, 8.27779934921
663763.351;199233.544;470;14.794;ADF;Alpnach Dorf;Zwischenperron;1/2;138.52;<=P20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35332154;663684.236;199119.938;46.941131551, 8.27609687924;46.9401172895, 8.27504196768
661655.964;194092.007;470;20.597;SAR;Sarnen;Aussenperron;3;242.34;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35366570;661637.153;193850.401;46.895083639, 8.24772456741;46.8929121898, 8.24744506705
659494.019;190258.008;470;25.367;EWMA;Ewil Maxon;Aussenperron;1;11.96;P 20;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35370182;659484.009;190251.463;46.8607943754, 8.21885593715;46.8607363989, 8.21872381886
659484.009;190251.463;470;25.379;EWMA;Ewil Maxon;Aussenperron;1;47.39;P 20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35325925;659447.141;190221.763;46.8607363989, 8.21872381886;46.8604725462, 8.21823648569
656245.434;185019.929;470;32.21;KAI;Kaiserstuhl OW;Hausperron;1;72.53;<=P20;P00;;nicht konstant;Rampe zu P35;Andere;Asphaltbelag;Andere;Asphaltbelag;Kein;;0;35357545;656253.016;184947.971;46.8139606832, 8.17561079169;46.813312783, 8.1757012796
655352.633;181899.176;470;35.848;LUN;Lungern;Hausperron;1;98.08;P 35;;nicht vorhanden;konstant;;Fertigelement;;Beton;;;;0;114250936;655370.141;181995.678;46.785964314, 8.1635356619;46.7868308962, 8.16377660726
653554.422;178773.176;470;39.992;BRUE;Brunig-Hasliberg;Hausperron;1;201.64;P 35;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35357133;653382.028;178678.327;46.7579927085, 8.13962198882;46.7571533588, 8.13735455592
656858.088;175428.094;470;45.329;MR;Meiringen;Hausperron;1;206.64;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35373421;657057.769;175374.911;46.7276300325, 8.18244705118;46.7271345999, 8.1850524806
670506.319;201273.874;480;5.698;STAN;Stans;Hausperron;1;53.62;<=P20;P 00;;nicht konstant;Bahnubergang;Fertigelement;;Beton;;Kein;;0;35313451;670555.588;201252.723;46.9588020253, 8.36496703662;46.9586065494, 8.36561100617
670783.968;201151.196;480;6.002;STAN;Stans;Dienstperron;3;40.67;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35315527;670821.433;201135.374;46.9576690597, 8.36859543911;46.9575227541, 8.36908514548
672589.823;198635.756;480;9.382;DAL;Dallenwil;Hausperron;1;192.33;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35350184;672606.992;198444.216;46.9348489657, 8.39191713676;46.9331242763, 8.39211202826
672843.326;195644.958;480;12.514;WOS;Wolfenschiessen;Hausperron;1;28.99;<=P20;P 0;;konstant;;Ortsbeton;;Beton;;Kein;;0;35315123;672838.962;195616.297;46.9079203359, 8.39476745558;46.9076630207, 8.39470559718
611405.988;266239.676;500;0.07;BS;Basel SBB;Mittelperron;7/8;217.68;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35353190;611600.113;266141.219;47.546779913, 7.5901340203;47.5458910358, 7.5927101248
611443.338;266259.237;500;0.095;BS;Basel SBB;Mittelperron;3/4;211.77;P 55;;nicht vorhanden;konstant;;Fertigelement;;Beton;;Andere;alte Perronkante;0;35309282;611632.61;266164.25;47.5469551933, 7.59063065952;47.5460975988, 7.59314239054
611599.957;266160.848;500;0.279;BS;Basel SBB;Mittelperron;5/6;72.03;P 55;;;konstant;;Fertigelement;;Beton;;Andere;Naturstein;0;35362456;611665.373;266130.74;47.5460675765, 7.59270856184;47.5457956408, 7.59357671787
611628.701;266179.757;500;0.296;BS;Basel SBB;Mittelperron;1/2;29.41;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35349481;611653.488;266163.93;47.5462371335, 7.59309086932;47.5460943527, 7.59341971148
615624.1;264858.743;500;4.685;MU;Muttenz;Hausperron;1;219.11;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35340208;615820.758;264762.122;47.5342737605, 7.64611689231;47.5334000858, 7.64872515567
618868.561;263593.202;500;8.213;PR;Pratteln;Mittelperron;2/4;40.11;P 25;;;nicht konstant;;Fertigelement;;Beton;;Kein;;0;35309074;618908.639;263591.812;47.5228068995, 7.68915089417;47.5227932495, 7.68968296925
620607.241;237225.005;410;56.522;OEN;Oensingen;Hausperron;1;155.03;P 30;;;Karrenueberfahrten;;Ortsbeton;;Naturstein;;Kein;;0;35324537;620491.194;237122.745;47.2855961596, 7.71102401631;47.2846799917, 7.70948540664
616449.732;231181.785;410;64.368;WAA;Wangen an der Aare;Zwischenperron;2/3;35.95;P 55;;nicht vorhanden;konstant;;Fertigelement;;Beton;;Gitterrost;;0;71367611;616424.554;231156.124;47.2313566309, 7.655847909;47.2311264449, 7.65551450004
613733.26;229716.702;410;67.521;DN;Deitingen;Hausperron;1;149.61;P 35;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35340366;613584.061;229727.734;47.2182405809, 7.61993232722;47.2183428798, 7.61796296581
611083.661;229663.505;410;70.219;LUT;Luterbach-Attisholz;Zwischenperron;2/3;256.05;P 35;;;Karrenueberfahrten;;Ortsbeton;;Naturstein;;Kein;;0;35314721;610861.209;229536.704;47.2178115969, 7.58495156347;47.2166747397, 7.5820117804
601486.669;227776.546;410;80.565;SEL;Selzach;Hausperron;1;142.69;P 30;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35364370;601349.939;227735.744;47.2009293172, 7.45824887031;47.2005625943, 7.45644425498
597230.006;226495.975;410;85.01;GS;Grenchen Sud;Zwischenperron;2/3;389.95;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35329205;596856.331;226385.179;47.1894063553, 7.40207947864;47.1884080628, 7.39714974333
594673.313;225458.041;410;87.84;LEN;Lengnau;Zwischenperron;2/3;220.69;P 25;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35363760;594487.327;225339.241;47.1800544749, 7.36835715181;47.1789843542, 7.36590502674
671732.865;256507.571;703;36.337;OF;Otelfingen;Aussenperron;2;219.95;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35314074;671532.707;256416.393;47.4554422693, 8.38987536733;47.4546440608, 8.38720671287
664245.629;255830.421;703;47.385;DAET;Dattwil;Hausperron;1;116.56;<=P20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35371550;664297.795;255726.187;47.4501258809, 8.29049775039;47.4491833568, 8.29117438648
683109.272;248058.85;710;0.072;ZUE;Zurich HB;Mittelperron;10/11;95.48;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35340825;683020.148;248093.109;47.3781222081, 8.53914851169;47.3784415474, 8.5379748521
683029.7;248117.859;710;0.167;ZUE;Zurich HB;Mittelperron;12/13;69.28;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35327791;682964.984;248142.59;47.3786629295, 8.5381059144;47.3788934964, 8.53725364104
683023.528;248101.844;710;0.167;ZUE;Zurich HB;Mittelperron;10/11;69.23;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35340839;682958.858;248126.547;47.3785196785, 8.53802122447;47.3787499872, 8.53716955689
683013.867;248077.085;710;0.167;ZUE;Zurich HB;Mittelperron;8/9;68.98;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35351516;682949.439;248101.728;47.3782982291, 8.53788871802;47.3785279668, 8.53704024643
682977.412;248174.832;710;0.236;ZUE;Zurich HB;Mittelperron;16/17;253.79;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35338334;682737.569;248256.711;47.3791818953, 8.53742416992;47.3799484246, 8.5342636862
682964.984;248142.59;710;0.236;ZUE;Zurich HB;Mittelperron;12/13;269.2;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35351940;682713.487;248238.596;47.3788934964, 8.53725364104;47.3797885334, 8.53394147777
682736.718;248205.669;710;0.472;ZUE;Zurich HB;Mittelperron;10/11;24.09;P 30;;;konstant;;Fertigelement;;Beton;;Kein;;0;35354958;682715.387;248216.852;47.3794894921, 8.534242982;47.3795927431, 8.53396261595
679536.001;249452.523;710;3.929;ZAS;Zurich Altstetten;Mittelperron;6/7;458.32;P 20;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35336265;679105.318;249609.069;47.391097111, 8.49208523024;47.3925568512, 8.48640916683
676250.859;250323.819;710;7.393;SCHL;Schlieren;Hausperron;1;252.67;P 25;;;auslaufend;ca 35m Ri ZAS;Mauerwerk;;Naturstein;;Kein;;0;35310197;675999.982;250293.816;47.3993215114, 8.44872673597;47.3990806755, 8.44539861402
674347.544;250186.045;710;9.309;GLZB;Glanzenberg;Hausperron;1;321.36;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35373283;674033.628;250254.833;47.3983000255, 8.42349314082;47.398954026, 8.41934657497
672907.06;251090.842;710;11.162;DT;Dietikon;Hausperron;1;329.91;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;141600912;673026.403;250783.276;47.4065983248, 8.40456077759;47.4038190119, 8.40609154601
668967.58;254103.868;710;16.245;KLW;Killwangen-Spreitenbach;Mittelperron;5/6;38.95;P 25;;;auslaufend;;Mauerwerk;;Naturstein;;Kein;;0;35371816;668932.888;254121.387;47.4341203262, 8.35283696359;47.4342815165, 8.35237984254
658176.776;259334.953;710;31.072;BG;Brugg AG;Mittelperron;4/5;316.08;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;3;35345363;658019.371;259061.416;47.482208489, 8.21048933199;47.47976233, 8.20836549512
675400.661;249429.28;711;8.364;URD;Urdorf;Hausperron;1;320.74;P 55;;;konstant;;Fertigelement;;Naturstein;;Beton;;0;35351487;675103.137;249320.598;47.391374374, 8.43731452312;47.3904309294, 8.43335596636
674838.01;248414.908;711;9.687;URDW;Urdorf Weihermatt;Aussenperron;1;320.83;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35321651;674961.669;248120.368;47.3823157716, 8.4296932904;47.3796527636, 8.43128137795
676323.558;236729.965;711;24.713;AF;Affoltern am Albis;Mittelperron;2/3;321.44;P 55;;;auslaufend;;Fertigelement;;Beton;;Gitterrost;;0;35338395;676135.542;236469.247;47.2770553003, 8.447375087;47.2747321714, 8.44484622448
677070.564;233255.948;711;28.719;MTM;Mettmenstetten;Dienstperron;2;324.39;P 20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35345771;677148.337;232941.033;47.2457239296, 8.45665137566;47.2428825582, 8.45762455341
677088.593;233197.027;711;28.78;MTM;Mettmenstetten;Hausperron;1;222.04;P 55;;;konstant;;Fertigelement;;Beton;;Kein;;0;35329736;677142.374;232981.595;47.2451919003, 8.45687939591;47.2432480625, 8.45755275694
681704.35;247531.734;720;2.609;ZWIE;Zurich Wiedikon;Mittelperron;2/3;323.57;P 55;;;konstant;;Ortsbeton;;Naturstein;;Andere;alte Perronkante;0;35323147;681931.93;247301.721;47.373557356, 8.52045086341;47.3714604995, 8.52342170662
682449.443;246615.252;720;3.798;ZEN;Zurich Enge;Hausperron;1;291.19;P 55;;;konstant;;Fertigelement;;Beton;;Beton;zum Teil Gitter-Rost;0;35371430;682529.2;246336.043;47.365222261, 8.53014638978;47.3627012366, 8.53115067066
682746.886;244847.21;720;5.605;ZWOL;Zurich Wollishofen;Aussenperron;6;240.2;P 25;;;konstant;;Fertigelement;;Beton;;Kein;;0;35345628;682782.196;244609.633;47.3492842271, 8.53375699526;47.3471431572, 8.53418035775
683823.928;242235.347;720;8.495;KIL;Kilchberg;Hausperron;1;316.04;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35371734;683896.665;241927.796;47.3256584816, 8.54752100169;47.322883276, 8.54842556417
684376.689;240303.747;720;10.511;RUES;Ruschlikon;Aussenperron;2;320.77;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35323938;684476.254;239998.817;47.3082161523, 8.55446908209;47.3054610159, 8.55572820201
685064.159;239071.63;720;11.933;TW;Thalwil;Mittelperron;3/4;358.96;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35370923;685285.842;238789.317;47.2970467996, 8.56332578729;47.2944791934, 8.56620279333
691024.595;233625.698;720;20.517;AU;Au ZH;Mittelperron;3/4;320.01;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35312928;691342.394;233588.168;47.2472737031, 8.64101807221;47.2468922999, 8.64520775746
693707.06;231561.149;720;24.098;WAE;Wadenswil;Mittelperron;2/3;218.73;P 55;;;konstant;;Ortsbeton;;Naturstein;;Gitterrost;;0;35339578;693615.498;231759.757;47.2283310554, 8.67601628799;47.2301302186, 8.67484874064
697520.705;228536.016;720;29.256;BAE;Bach;Mittelperron;1/2;194.8;P 42;inkl. 20 cm Hilfstritt;vorhanden;konstant;;Fertigelement;;Beton;;Andere;alte Perronkante;0;35314337;697707.454;228591.205;47.200572747, 8.72571084327;47.2010415089, 8.72818709045
697550.622;228548.083;720;29.288;BAE;Bach;Mittelperron;1/2;194.81;P 42;inkl. 20 cm Hilfstritt;vorhanden;konstant;;Fertigelement;;Beton;;Andere;alte Perronkante;0;35364458;697736.571;228606.151;47.2006768568, 8.72610823115;47.2011716206, 8.72857455462
699643.098;229311.138;720;31.532;FRB;Freienbach SBB;Mittelperron;1/2;314.79;P 55;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35363680;699955.477;229296.047;47.2072272015, 8.7538885473;47.2070443108, 8.75800773366
717230.061;225738.438;720;50.154;RG;Reichenburg;Mittelperron;3/4;17.9;P 20;;;konstant;;Fertigelement;;Beton;;;;0;66438491;717246.716;225732.319;47.1722123669, 8.98504624515;47.1721543859, 8.98526429829
720582.607;223676.016;720;54.098;BIL;Bilten;Mittelperron;3/4;312.12;P 35;;;auslaufend;;Fertigelement;;Beton;;Kein;;0;35364573;720823.721;223477.852;47.1530623125, 9.02870740918;47.1512362387, 9.03183295743
686320.373;241654.318;730;11.631;KUES;Kusnacht ZH;Mittelperron;3/4;231.21;P 55;;;konstant;;Fertigelement;;Beton;;Kein;;0;35337659;686380.984;241431.332;47.3201110135, 8.58042967568;47.3180976651, 8.58118835063
686318.839;241634.175;730;11.65;KUES;Kusnacht ZH;Hilfskante;2;141.11;P 25;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35329752;686356.88;241498.341;47.3199300592, 8.58040551096;47.3187034635, 8.58088247301
687649.195;239319.389;730;14.367;WIN;Winkel am Zurichsee;Aussenperron;1;101.03;P 30;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35313231;687707.093;239237.036;47.2989367101, 8.59754801809;47.2981883771, 8.59829735814
687800.194;239013.097;730;14.712;WIN;Winkel am Zurichsee;Aussenperron;2;55.22;P 30;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35338647;687816.021;238960.417;47.2961620056, 8.59948436709;47.2956861231, 8.59968328938
688738.808;237551.927;730;16.475;HERL;Herrliberg-Feldmeilen;Mittelperron;2/3;46.38;P 30;;;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35342297;688769.452;237517.355;47.2828954544, 8.6116037211;47.2825804107, 8.61200188941
688769.452;237517.355;730;16.521;HERL;Herrliberg-Feldmeilen;Mittelperron;2/3;219.3;P 55;;;konstant;;Fertigelement;;Andere;;Kein;;0;35335324;688920.942;237358.789;47.2825804107, 8.61200188941;47.2811339573, 8.61397262674
691107.465;236188.934;730;19.324;ML;Meilen;Mittelperron;2/3;319.88;P 55;;;konstant;;Ortsbeton;;Beton;;Beton;;0;35360111;691399.346;236058.071;47.2703147285, 8.64263206822;47.2690974708, 8.64646211104
694799.65;234454.479;730;23.519;MAEN;Mannedorf;Hausperron;1;21.27;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35313034;694816.358;234441.312;47.2541962023, 8.6910511193;47.2540753871, 8.69126903879
694816.358;234441.312;730;23.541;MAEN;Mannedorf;Hausperron;1;29.75;P 55;;;nicht konstant;;Fertigelement;;Beton;;Gitterrost;;0;35309359;694840.178;234423.484;47.2540753871, 8.69126903879;47.2539116318, 8.69157991621
697056.357;232999.888;730;26.4;STAE;Stafa;Mittelperron;3/4;318.89;P 55;;;konstant;;Fertigelement;;Beton;;Beton;alter Perron;0;35353005;697362.725;232916.846;47.2407866781, 8.72054589229;47.2399947588, 8.72457369488
703981.401;232916.287;730;33.644;KPT;Kempraten;Hausperron;1;320.89;P 42;;;konstant;;Fertigelement;;Beton;;Kein;;0;35364818;704286.153;232815.905;47.2389809201, 8.81197429747;47.2380301153, 8.81597524616
