y;x;Linie;Km;BPS;BPS Name;PerronTyp;P-Nr;Kanten-L=;PK-H=;Bem Hohe;Hilfstritt;H-Verl;Bem H-Verlauf;Material;Bem Material;Kantenkrone;Bem Kantenkrone;Auftritt;Bem Auftritt;Fotos;FID;y2;x2;1_koord;2_koord
704545.28;231379.441;730;35.796;RW;Rapperswil;Hausperron;1;104.38;P 35;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35353272;704442.533;231361.027;47.2250707061, 8.81906316961;47.2249213557, 8.81770248611
704497.524;231363.24;730;35.846;RW;Rapperswil;Mittelperron;2/3;54.45;P 35;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35338858;704443.931;231353.629;47.224932562, 8.81842895921;47.2248546026, 8.81771922488
719010.986;229270.921;735;43.299;BNK;Benken;Hausperron;1;150.22;P 35;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35332022;718909.82;229381.91;47.2036615632, 9.00946560311;47.2046778844, 9.0081599639
723225.122;220269.098;736;58.958;NOU;Nieder- und Oberurnen;Hilfskante;3;25.66;P 20;;;konstant;;Fertigelement;;Naturstein;;Kein;;0;35373208;723228.242;220243.631;47.1219372596, 9.06261358252;47.1217076557, 9.06264774258
723859.509;217738.864;736;61.608;NAEF;Nafels-Mollis;Hausperron;1;169.86;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35349291;723792.023;217583.092;47.0990646111, 9.07027834254;47.0976763795, 9.06934693315
723116.657;214020.869;736;65.499;NET;Netstal;Hausperron;1;169.77;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35325383;723123.964;213851.257;47.0657671555, 9.05948351769;47.0642404679, 9.05953356026
724082.526;211238.045;736;68.532;GL;Glarus;Hausperron;1;163.51;P 35;inkl. 20 cm Hilfstritt;vorhanden;konstant;;Fertigelement;;Andere;Stahl;Andere;alte Perronkante;0;35344804;724131.197;211082.026;47.0405609052, 9.07143331482;47.0391487026, 9.07203085309
724473.421;210450.873;736;69.432;EDA;Ennenda;Hausperron;1;168.03;P 30;;;nicht konstant;;Fertigelement;;Beton;;Kein;;0;35354034;724589.826;210329.689;47.0334085274, 9.07635940792;47.0322968449, 9.07785722205
723294.298;205162.298;736;75.762;NID;Nidfurn-Haslen;Hausperron;1;189.0;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35354686;723162.087;205027.25;46.9860679051, 9.05941251549;46.9848779452, 9.05763838283
718761.43;198378.975;736;84.412;LIN;Linthal;Hausperron;1;154.19;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35372968;718666.384;198257.56;46.9258896662, 8.99806895705;46.9248147136, 8.99678959373
704484.732;231345.855;740;59.46;RW;Rapperswil;Mittelperron;4/5;208.28;P 55;;;konstant;;Fertigelement;;Beton;;Kein;;0;35310543;704280.324;231306.188;47.2247782377, 8.81825605058;47.2244537983, 8.81554838944
707327.265;235227.992;740;65.689;RUE;Ruti ZH;Mittelperron;2/3;321.01;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35340598;707061.636;235402.167;47.2592351126, 8.85670748474;47.260844611, 8.85324006689
707313.834;235230.993;740;65.701;RUE;Ruti ZH;Hausperron;1;347.56;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35324373;707019.497;235408.086;47.259264284, 8.85653078054;47.2609046731, 8.85268481163
696776.682;245154.667;740;81.289;UST;Uster;Mittelperron;2/3;320.22;P 42;inkl. 20 cm Hilfstritt;vorhanden;konstant;;Fertigelement;;Beton;;Andere;alte Perronkante;0;35329868;696529.141;245357.789;47.3501388657, 8.71947305011;47.3520018643, 8.71624117641
708760.534;247424.334;742;25.232;BMA;Bauma;Aussenperron;3B;101.28;<=P20;15ch;;konstant;;Fertigelement;;Beton;;Kein;;0;35349942;708860.879;247410.586;47.3686810552, 8.87859784174;47.3685408515, 8.87992275074
682910.381;248211.115;745;99.663;ZMUS;Zurich HB Museumstrasse;Mittelperron;41/42;358.41;P 55;;;konstant;;Ortsbeton;;Naturstein;;Beton;;0;35350047;683244.064;248080.472;47.3795166397, 8.53654337377;47.3782996467, 8.54093719797
682977.412;248174.832;745;99.738;ZMUS;Zurich HB Museumstrasse;Mittelperron;16/17;68.98;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35368493;683041.861;248150.234;47.3791818953, 8.53742416992;47.3789525569, 8.53827293667
683983.116;246716.415;745;101.754;ZSTH;Zurich Stadelhofen;Mittelperron;2/3;333.0;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35335503;683753.901;246943.312;47.3659384054, 8.5504664536;47.3680081457, 8.54747475677
682693.237;248183.566;748;200.417;ZUE;Zurich HB;Mittelperron;31/32;508.58;P 55;;;konstant;;Ortsbeton;;Beton;;Beton;;0;50772237;683164.766;247993.313;47.3792961703, 8.53366318795;47.3775258082, 8.53987108193
682698.078;248174.901;748;200.424;ZUE;Zurich HB;Mittelperron;4/5;2.17;P 55;;;konstant;;Andere;;Andere;Holzplatten;Kein;;0;35361107;682696.165;248175.921;47.3792176352, 8.53372568377;47.3792270485, 8.53370054332
682946.524;248094.384;748;200.685;ZLOE;Zurich HB Lowenstrasse;Mittelperron;6/7;261.18;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35328829;682705.317;248193.653;47.3784622865, 8.53700028999;47.3793853702, 8.53382499664
682940.066;248078.443;748;200.685;ZLOE;Zurich HB Lowenstrasse;Mittelperron;4/5;260.65;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35319983;682698.078;248174.901;47.3783197362, 8.53691183037;47.3792176352, 8.53372568377
682267.798;249432.286;751;2.021;ZWIP;Zurich Wipkingen;Mittelperron;1/2;61.73;P 30;;nicht vorhanden;konstant;;Fertigelement;;Naturstein;;Kein;;0;35366082;682292.136;249489.018;47.3905796165, 8.52825977408;47.3910867869, 8.52859252499
689031.552;252650.861;751;10.866;DTL;Dietlikon;Hausperron;1;319.81;P 55;;;konstant;;Ortsbeton;;Beton;;Beton;;0;35352814;689141.29;252951.249;47.4186453196, 8.61847343319;47.421331892, 8.61998739205
689044.902;252645.722;751;10.866;DTL;Dietlikon;Mittelperron;2/3;320.02;P 55;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35335116;689154.429;252946.345;47.4185972985, 8.61864929698;47.4212860106, 8.62016051435
694088.074;253332.209;751;16.609;EF;Effretikon;Hausperron;1;121.89;P 20;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35335873;694137.981;253443.003;47.4240694387, 8.68561509219;47.4250586712, 8.68629976727
694153.908;253410.517;751;16.708;EF;Effretikon;Mittelperron;5/6;30.8;P 30;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35319059;694167.608;253438.1;47.4247642475, 8.68650397606;47.425010341, 8.68669133428
694167.608;253438.1;751;16.739;EF;Effretikon;Mittelperron;5/6;225.43;P 55;;;konstant;;Fertigelement;;Beton;;Andere;alte Perronkante;0;35368347;694246.391;253649.183;47.425010341, 8.68669133428;47.4268973288, 8.68777985652
695518.239;256362.667;751;20.302;KE;Kemptthal;Mittelperron;2/3;312.49;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35323283;695584.034;256668.092;47.4511160841, 8.70521471347;47.4538531722, 8.706152436
695515.254;256363.42;751;20.302;KE;Kemptthal;Mittelperron;2/3;312.32;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35340059;695577.991;256669.374;47.4511232891, 8.70517529984;47.453865579, 8.70607258907
696722.422;261742.587;751;25.99;W;Winterthur;Zwischenperron;8/9;321.35;P 55;;;auslaufend;;Fertigelement;;Beton;;Gitterrost;;0;35348575;696867.751;262028.83;47.4993204888, 8.72234665744;47.5018731795, 8.72433740145
696752.611;261728.217;751;25.991;W;Winterthur;Hausperron;2/3;339.13;P 55;;;auslaufend;;Fertigelement;;Beton;;Gitterrost;;0;35354487;696909.438;262028.905;47.4991868211, 8.72274414028;47.5018677091, 8.72489062497
696747.564;261734.63;751;25.995;W;Winterthur;Zwischenperron;4/5;56.66;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;55565726;696720.893;261684.636;47.499245234, 8.72267856025;47.4987995786, 8.72231378523
696875.268;262013.227;751;26.301;W;Winterthur;Zwischenperron;6/7;59.83;P 25;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35321359;696906.1;262064.497;47.501731759, 8.72443376223;47.5021882685, 8.72485407163
684712.611;253758.045;752;7.095;OP;Opfikon;Mittelperron;1/2;246.27;P 55;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35349971;684764.077;253997.606;47.429172329, 8.56145666229;47.431320118, 8.56218419206
685323.519;255171.057;752;8.713;KLB;Kloten Balsberg;Hausperron;1;334.66;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35371764;685593.509;255368.802;47.4418008529, 8.56982285918;47.4435441375, 8.57343973338
686140.753;255762.006;752;9.722;KL;Kloten;Mittelperron;3/4;10.01;P 35;;;Karrenueberfahrten;;Mauerwerk;;Naturstein;;Kein;;0;35357154;686148.987;255767.693;47.4470088551, 8.58077005209;47.4470589208, 8.58088030934
686397.904;255946.548;752;11.322;KL;Kloten;Mittelperron;3/4;35.4;P 35;;;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35373269;686428.151;255964.913;47.4486347443, 8.58421486903;47.4487959301, 8.58461942726
689654.468;254841.173;752;14.831;BSD;Bassersdorf;Mittelperron;2/3;86.17;P 30;;;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35360803;689739.142;254826.036;47.4382584182, 8.62716670118;47.43811075, 8.62828600329
705846.6;239866.609;753;22.376;HI;Hinwil;Mittelperron;2/3;297.95;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35359672;706029.962;239632.088;47.3011895537, 8.83824132224;47.2990510588, 8.84061000253
705850.466;239869.481;753;22.376;HI;Hinwil;Mittelperron;2/3;296.46;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35356583;706031.565;239634.792;47.3012147614, 8.83829310908;47.2990751183, 8.84063183253
706809.207;250361.601;754;21.103;SD;Saland;Hilfskante;1;27.16;P 25;;;nicht konstant;;Fertigelement;;Beton;;Kein;;0;35375449;706819.0;250336.517;47.3954144303, 8.85346945852;47.3951872683, 8.8535931611
706819.0;250336.517;754;21.13;SD;Saland;Hilfskante;1;124.1;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35336233;706863.177;250220.546;47.3951872683, 8.8535931611;47.3941372052, 8.85415050747
708686.019;247451.915;754;25.096;BMA;Bauma;Hausperron;1;170.0;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;136724090;708854.453;247428.891;47.3689413802, 8.87761819362;47.3687065255, 8.87984214234
684541.526;253860.851;760;7.164;GLB;Glattbrugg;Mittelperron;2/3;213.89;P 55;;;konstant;;Fertigelement;;Naturstein;;Andere;alte Perronkante;0;35364028;684410.0;254028.098;47.4301188773, 8.55920876543;47.4316398394, 8.55749725321
684544.596;253862.38;760;7.164;GLB;Glattbrugg;Mittelperron;2/3;215.91;P 55;;;konstant;;Fertigelement;;Naturstein;;Andere;alte Perronkante;0;35339680;684412.527;254030.929;47.4301322336, 8.55924974165;47.431664975, 8.55753127963
682677.427;256330.303;760;10.302;RUEM;Rumlang;Mittelperron;3/4;320.22;P 42;;;konstant;;Fertigelement;;Beton;;Kein;;0;35354834;682469.667;256573.867;47.4525638985, 8.53496096784;47.4547803805, 8.53225135127
680191.701;259986.32;760;15.061;NG;Niederglatt;Mittelperron;5/6;316.33;P 42;;;konstant;;Fertigelement;;Naturstein;;Kein;;0;35336597;680305.896;260281.126;47.4857506752, 8.50266063783;47.4883879596, 8.5042287815
682741.625;264114.729;760;20.1;BUE;Bulach;Mittelperron;1/2;71.26;P 35;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35342267;682707.617;264177.181;47.5225615387, 8.53725725468;47.5231274469, 8.53681736355
497506.863;120837.539;150;65.962;GEAP;Geneve-Aeroport;Dienstperron;2/3;451.24;P 42;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35353923;497829.743;121152.426;46.2311527078, 6.11003401757;46.2340340803, 6.1141496932
497519.481;120838.159;150;65.97;GEAP;Geneve-Aeroport;Zwischenperron;3/4;432.82;P 42;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35338000;497829.65;121138.641;46.2311602089, 6.11019741638;46.2339100794, 6.11415150866
497506.596;120851.357;150;65.972;GEAP;Geneve-Aeroport;Zwischenperron;1/2;432.28;P 42;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35362499;497816.315;121152.629;46.2312769505, 6.11002751978;46.234033864, 6.1139756063
496282.301;119680.434;151;64.731;COI;Vernier;Hausperron;1;78.85;P 42;;;nicht konstant;;Ortsbeton;;Beton;;Kein;;0;35356306;496208.613;119708.445;46.2205574601, 6.0944205154;46.2207980223, 6.09345944181
495720.878;119870.762;151;65.324;VMC;Vernier-Meyrin Cargo;Hausperron;1;141.9;P 20;;;konstant;;Ortsbeton;;Andere;granit;Kein;;0;35356050;495581.344;119896.362;46.22218244, 6.08710311919;46.2223910266, 6.08528927137
490341.836;116231.292;151;72.725;RUS;Russin;Aussenperron;2;103.73;P 55;;;konstant;;Fertigelement;;Beton;;Kein;;0;35353066;490296.623;116138.152;46.1885923984, 6.01825623782;46.1877473119, 6.01769260436
498597.437;116254.569;152;63.757;GEPR;Geneve-La-Praille;Zwischenperron;1;30.02;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35364833;498598.718;116224.577;46.1900974015, 6.12516432656;46.1898278368, 6.12518742899
500076.557;118703.653;158;59.984;GE;Geneve;Mittelperron;7/8;9.49;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35337083;500072.616;118695.023;46.2123468113, 6.1437958116;46.2122686039, 6.14374659995
500060.872;118690.561;158;60.003;GE;Geneve;Mittelperron;7/8;9.07;P 35;0-35;;Karrenueberfahrten;;Ortsbeton;;Beton;;Kein;;0;35353019;500055.403;118683.323;46.2122267248, 6.14359539976;46.2121608103, 6.14352609353
500071.56;118672.666;158;60.014;GE;Geneve;Mittelperron;4/5/6;413.11;P 55;;;konstant;;Fertigelement;;Beton;;Andere;Ancien quai granite;0;35318385;499818.186;118346.675;46.2120673597, 6.14373770644;46.2090975577, 6.14052498216
532031.941;155491.777;200;6.867;BY;Bussigny;Aussenperron;1;150.12;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35343349;531909.429;155578.513;46.5472495845, 6.55244998291;46.5480172947, 6.55083994851
529919.498;161989.99;200;14.425;COS;Cossonay-Penthalaz;Hausperron;1;188.73;P 30;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35352310;529874.438;162172.897;46.6054823998, 6.52392025024;46.6071229021, 6.52330426318
529591.627;172240.951;200;27.486;AX;Arnex;Aussenperron;2;161.22;P 25;;;nicht konstant;;Fertigelement;;Naturstein;;Kein;;0;35346844;529707.758;172352.781;46.6976542608, 6.51806860203;46.6986724244, 6.51956968501
532193.397;167601.0;210;21.264;ECL;Eclepens;Hausperron;1;5.9;P 25;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35343817;532192.612;167606.848;46.6561882405, 6.55276918066;46.6562407631, 6.55275806164
532192.612;167606.848;210;21.27;ECL;Eclepens;Hausperron;1;15.0;P 25;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35367635;532190.425;167621.688;46.6562407631, 6.55275806164;46.6563740255, 6.55272729872
532198.105;167625.294;210;21.288;ECL;Eclepens;Aussenperron;2;152.17;P 55;;;konstant;;Fertigelement;;Andere;Element prefabrique;Gitterrost;;0;35314374;532168.324;167774.46;46.6564072427, 6.55282709415;46.6577459517, 6.55241599707
533434.301;173486.495;210;27.369;CHV;Chavornay;Mittelperron;2/3;203.39;P 20;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35372442;533486.968;173682.892;46.7092530282, 6.56812518328;46.7110248668, 6.56878535394
533427.32;173488.518;210;27.369;CHV;Chavornay;Mittelperron;2/3;203.26;P 20;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35332107;533481.983;173684.283;46.7092705269, 6.56803360278;46.7110368807, 6.56871996384
534383.987;175492.424;210;29.631;ESP;Essert-Pittet;Aussenperron;2;165.1;P 55;;nicht vorhanden;konstant;;Fertigelement;;Beton;;Andere;Beton + grille;0;123985576;534492.6;175616.773;46.7273904848, 6.58025618484;46.7285196932, 6.58165913405
538934.014;181525.457;210;39.297;YV;Yverdon-les-Bains;Hausperron;1;76.38;P 30;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35329635;538867.007;181561.993;46.7820904292, 6.638968909;46.7824129097, 6.63808661391
542846.868;187083.004;210;47.447;ONB;Onnens-Bonvillars;Dienstperron;A;76.23;P 30;;;konstant;;Ortsbeton;;Beton;Beton coule sur place;Kein;;0;35369838;542910.146;187125.486;46.8324282441, 6.6895087908;46.832815809, 6.69033282629
553963.62;201072.95;210;66.153;BDR;Boudry;Mittelperron;2/3;27.61;<=P20;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35343278;553988.701;201084.485;46.9591313242, 6.83379670157;46.9592368229, 6.83412503786
553962.446;201075.297;210;66.153;BDR;Boudry;Mittelperron;2/3;27.43;<=P20;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35309604;553986.689;201088.13;46.9591523536, 6.83378103967;46.9592694695, 6.83409823494
553988.701;201084.485;210;66.18;BDR;Boudry;Mittelperron;2/3;143.08;P 20;;;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35321141;554111.665;201157.291;46.9592368229, 6.83412503786;46.9599002349, 6.83573313811
555089.524;201979.398;210;67.626;CLB;Colombier;Hausperron;1;98.53;P 20;;vorhanden;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35323920;555154.394;202053.436;46.9673620252, 6.84849872698;46.9680323847, 6.84934377745
559242.877;203758.228;210;72.341;NESE;Neuchatel-Serrieres;Aussenperron;2;150.17;P 25;;;konstant;;Fertigelement;;Beton;;Kein;;0;35320094;559369.398;203839.103;46.9836311129, 6.90291294826;46.984366354, 6.90456865878
559245.417;203767.974;210;72.349;NESE;Neuchatel-Serrieres;Hausperron;1;31.99;<=P20;;;nicht konstant;;Ortsbeton;;Naturstein;;Kein;;0;35360654;559271.942;203785.851;46.9837189336, 6.90294545666;46.9838813681, 6.90329248874
561655.242;205200.992;210;75.215;NE;Neuchatel;Zwischenperron;6/7;205.79;P 20;;;Karrenueberfahrten;;Mauerwerk;;Naturstein;;Kein;;0;35369109;561838.556;205293.66;46.9967528045, 6.93449846227;46.9975969421, 6.93690068618
561672.599;205190.476;210;75.225;NE;Neuchatel;Zwischenperron;4/5;301.78;P 55;;;konstant;;Fertigelement;;Andere;Element prefabrique;Gitterrost;Ancien quai;0;35364527;561940.956;205328.319;46.9966592196, 6.93472754554;46.9979145944, 6.93824404993
561669.523;205196.762;210;75.225;NE;Neuchatel;Zwischenperron;4/5;301.71;P 55;;;konstant;;Fertigelement;;Andere;Element prefabrique;Gitterrost;Ancien quai;0;35324215;561939.773;205330.908;46.9967155834, 6.93468657314;46.9979378141, 6.93822827899
573809.479;212410.461;210;89.924;NV;La Neuveville;Aussenperron;2;58.13;P 20;;;nicht konstant;;Ortsbeton;;Naturstein;;Kein;;0;35309460;573860.947;212437.482;47.0621945214, 7.09387451726;47.0624396117, 7.09455043736
573993.484;212507.602;210;90.132;NV;La Neuveville;Aussenperron;2;115.71;P 20;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35368544;574095.657;212561.902;47.0630755667, 7.09629101971;47.0635680055, 7.0976328518
554381.538;202258.577;219;8.225;BOLE;Bole;Aussenperron;1;149.88;P 55;;;konstant;;Fertigelement;;Beton;;Andere;Grille et ancien quai;0;35357095;554262.938;202166.933;46.9698248175, 6.8391678976;46.9689923108, 6.83761870173
557873.554;203734.056;223;4.241;CP;Corcelles-Peseux;Hausperron;1;142.97;P 30;Y compris 10 cm marche;vorhanden;Karrenueberfahrten;;Ortsbeton;;Andere;Elenment prefabrique;Andere;Bordure metallique;0;35321460;557732.497;203713.406;46.9833279639, 6.88491714421;46.9831332281, 6.88306506237
557867.77;203729.253;223;4.247;CP;Corcelles-Peseux;Zwischenperron;1/2;154.77;P 20;;;konstant;;Ortsbeton;;Andere;Element prefabrique;Kein;;0;35372915;557715.38;203704.255;46.9832843933, 6.88484156781;46.9830498228, 6.88284093688
552359.966;202019.762;223;10.344;CHN;Chambrelien;Zwischenperron;1/2;155.72;P 20;;;Karrenueberfahrten;;Ortsbeton;;Beton;;Kein;;0;35348747;552257.539;201902.465;46.9675343762, 6.81262895628;46.9664719312, 6.81129544487
554661.796;204612.994;224;14.017;MML;Montmollin-Montezillon;Aussenperron;1;156.69;<=P20;P 10;;konstant;;Fertigelement;;Andere;Element prefabrique;Kein;;0;35338107;554728.459;204754.295;46.9910217213, 6.84261501222;46.9922972641, 6.84347720916
557103.373;210788.275;224;20.925;HGV;Les Hauts-Geneveys;Mittelperron;2/3;149.9;P 55;;;konstant;;Fertigelement;;Beton;;Andere;Ancien quai granit;0;35374350;557178.713;210917.86;47.0467300087, 6.87412542556;47.0479004797, 6.87510456398
557178.713;210917.86;224;21.075;HGV;Les Hauts-Geneveys;Mittelperron;2/3;44.48;P 20;;;konstant;;Mauerwerk;;Naturstein;Granit;Kein;;0;35374546;557197.252;210958.239;47.0479004797, 6.87510456398;47.0482648799, 6.87534470401
557174.037;210920.171;224;21.075;HGV;Les Hauts-Geneveys;Mittelperron;2/3;44.32;P 20;;;konstant;;Mauerwerk;;Naturstein;Granit;Kein;;0;35316716;557195.343;210959.02;47.0479209637, 6.87504281113;47.0482717812, 6.87531950836
553552.353;216639.911;224;29.356;CF;La Chaux-de-Fonds;Mittelperron;3/4;38.67;P 20;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35328967;553583.045;216663.306;47.0991237395, 6.82679512276;47.099336326, 6.82719699199
553557.531;216633.82;224;29.356;CF;La Chaux-de-Fonds;Mittelperron;3/4;38.73;P 25;;;Karrenueberfahrten;;Ortsbeton;;Naturstein;;Kein;;0;35355572;553587.751;216658.046;47.0990693172, 6.8268639546;47.0992893448, 6.82725952098
553552.353;216639.911;224;29.356;CF;La Chaux-de-Fonds;Mittelperron;3/4;159.21;P 55;;;konstant;;Fertigelement;;Beton;;Andere;Granit;0;121854831;553428.637;216539.706;47.0991237395, 6.82679512276;47.0982137234, 6.82517587473
553535.559;216646.353;224;29.365;CF;La Chaux-de-Fonds;Mittelperron;1/2;138.48;<=P20;10;;Karrenueberfahrten;;Ortsbeton;;Naturstein;;Kein;;0;35373651;553428.199;216558.884;47.0991805021, 6.82657324808;47.0983861916, 6.82516812583
545930.827;211252.269;224;38.785;COL;Le Locle-Col-des-Roches;Zwischenperron;1;149.17;P 20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35346368;545793.352;211194.367;47.0500844465, 6.72705009445;47.0495523873, 6.72524788798
586311.665;224263.853;225;39.059;FRIN;Frinvillier-Taubenloch;Aussenperron;1;56.63;P 35;;;nicht konstant;;Fertigelement;;Beton;;Kein;;0;35357661;586263.958;224294.22;47.1691918398, 7.25808379793;47.1694639879, 7.25745362791
585551.056;226527.802;225;41.961;REU;Reuchenette-Pery;Zwischenperron;1/2;148.41;P 20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35341738;585407.031;226563.432;47.1895391372, 7.24797864236;47.1898564363, 7.24607711731
583844.976;226529.441;225;43.679;LHE;La Heutte;Hausperron;1;137.94;P 20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35344773;583714.739;226538.394;47.1895141729, 7.225467408;47.1895914902, 7.22374864851
